elastic(x),1s5(x),1s4(x),1s3(x),1s2(x),2p10(x),2p9(x),2p8(x),2p7(x),2p6(x),2p5(x),2p4(x),2p3(x),2p2(x),2p1(x),3d6(x),3d5(x),3d3(x),3d4!(x),3d4(x),3d1!!(x),2s5(x),2s4(x),3d1!(x),3d2(x),3s1!!!!(x),3s1!!(x),3s1!!!(x),2s3(x),2s2(x),3s1!(x),4d5(x),3s4(x),4d2(x),4s1!(x),3s2(x),5d5(x),4s4(x),5d2(x),6d5(x),5s1!(x),4s2(x),5s4(x),6d2(x),high(x),ion(x),avg(x)
3.5308E+01,3.1805E+01,1.6025E+02,3.1980E+01,1.8866E+02,3.3164E+01,3.4080E+01,6.8980E+01,4.3234E+01,6.3458E+01,8.5979E+01,4.3364E+01,6.2710E+01,4.5062E+01,8.3683E+01,3.4849E+01,3.5251E+01,3.5680E+01,3.4983E+01,4.3562E+01,3.7051E+01,3.7056E+01,8.5534E+01,5.7767E+01,8.6859E+01,3.5991E+01,3.5621E+01,6.0280E+01,3.6819E+01,8.8244E+01,8.8293E+01,5.5398E+01,5.5535E+01,5.0167E+01,5.0312E+01,5.0330E+01,5.0426E+01,4.7490E+01,4.7494E+01,4.7612E+01,4.7655E+01,4.7664E+01,4.7670E+01,4.7678E+01,4.5741E+01,5.1700E+01,5.6850E+01
3.5940E+01,3.2175E+01,1.6820E+02,3.2350E+01,1.9811E+02,3.3534E+01,3.4463E+01,7.0979E+01,4.4327E+01,6.6185E+01,8.8569E+01,4.4457E+01,6.4482E+01,4.6212E+01,8.6186E+01,3.5232E+01,3.5641E+01,3.6077E+01,3.5366E+01,4.4094E+01,3.7469E+01,3.7474E+01,9.3443E+01,5.9337E+01,9.3506E+01,3.6388E+01,3.6011E+01,6.1933E+01,3.7229E+01,9.5007E+01,9.5056E+01,8.1319E+01,8.2634E+01,5.7011E+01,5.6417E+01,5.6435E+01,5.6531E+01,5.1126E+01,5.1130E+01,5.1248E+01,5.1291E+01,5.1300E+01,5.1306E+01,5.1314E+01,4.8544E+01,5.5733E+01,6.0843E+01
3.6584E+01,3.2552E+01,1.7658E+02,3.2727E+01,2.0807E+02,3.3911E+01,3.4853E+01,7.3049E+01,4.5457E+01,6.9057E+01,9.1250E+01,4.5587E+01,6.6315E+01,4.7403E+01,8.8776E+01,3.5622E+01,3.6038E+01,3.6481E+01,3.5756E+01,4.4636E+01,3.7894E+01,3.7899E+01,1.0069E+02,6.0962E+01,1.0075E+02,3.6792E+01,3.6408E+01,6.3644E+01,3.7647E+01,1.0238E+02,1.0243E+02,9.0007E+01,9.1473E+01,8.1467E+01,8.2790E+01,8.4006E+01,8.4102E+01,5.7338E+01,5.7342E+01,5.7460E+01,5.7503E+01,5.7512E+01,5.7518E+01,5.7526E+01,5.2244E+01,6.0206E+01,6.6361E+01
3.7238E+01,3.2935E+01,1.8541E+02,3.3110E+01,2.1856E+02,3.4294E+01,3.5250E+01,7.5191E+01,4.6628E+01,7.1056E+01,9.4025E+01,4.6758E+01,6.8213E+01,4.8636E+01,9.1457E+01,3.6019E+01,3.6442E+01,3.6891E+01,3.6153E+01,4.5187E+01,3.8327E+01,3.8332E+01,1.0695E+02,6.2644E+01,1.0702E+02,3.7202E+01,3.6812E+01,6.5416E+01,3.8072E+01,1.0875E+02,1.0880E+02,9.6887E+01,9.8473E+01,9.0155E+01,9.1629E+01,9.2999E+01,9.3095E+01,8.4170E+01,8.4174E+01,8.5511E+01,8.5554E+01,8.5563E+01,8.5569E+01,8.5577E+01,5.8564E+01,6.4305E+01,7.3601E+01
3.7905E+01,3.3325E+01,1.9470E+02,3.3500E+01,2.2960E+02,3.4684E+01,3.5654E+01,7.7408E+01,4.7228E+01,7.3126E+01,9.6898E+01,4.7358E+01,7.0178E+01,4.9268E+01,9.4232E+01,3.6423E+01,3.6852E+01,3.7309E+01,3.6557E+01,4.6317E+01,3.8767E+01,3.8772E+01,1.1367E+02,6.4385E+01,1.1373E+02,3.7620E+01,3.7222E+01,6.7249E+01,3.8505E+01,1.1558E+02,1.1563E+02,1.0439E+02,1.0611E+02,9.8484E+01,9.8629E+01,1.0012E+02,1.0022E+02,9.3163E+01,9.3167E+01,9.4661E+01,9.4704E+01,9.4713E+01,9.4719E+01,9.4727E+01,8.7104E+01,7.0671E+01,7.8333E+01
3.8582E+01,3.3722E+01,2.0449E+02,3.3897E+01,2.3729E+02,3.5081E+01,3.6064E+01,7.9703E+01,4.7839E+01,7.5268E+01,9.9872E+01,4.7969E+01,7.2212E+01,4.9912E+01,9.7105E+01,3.6833E+01,3.7270E+01,3.7734E+01,3.6967E+01,4.7488E+01,3.9215E+01,3.9220E+01,1.2086E+02,6.6187E+01,1.2092E+02,3.8045E+01,3.7640E+01,6.9147E+01,3.8945E+01,1.2290E+02,1.2295E+02,1.1087E+02,1.1270E+02,1.0612E+02,1.0626E+02,1.0789E+02,1.0798E+02,1.0029E+02,1.0029E+02,1.0191E+02,1.0195E+02,1.0196E+02,1.0197E+02,1.0197E+02,9.6412E+01,7.8954E+01,8.2303E+01
3.9272E+01,3.4126E+01,2.1835E+02,3.4301E+01,2.4525E+02,3.5485E+01,3.6482E+01,8.2079E+01,4.8461E+01,7.7485E+01,1.0295E+02,4.8591E+01,7.4317E+01,5.1233E+01,1.0008E+02,3.7251E+01,3.7695E+01,3.8167E+01,3.7385E+01,4.8699E+01,3.9670E+01,3.9675E+01,1.2857E+02,6.8053E+01,1.2863E+02,3.8478E+01,3.8065E+01,7.1112E+01,3.9393E+01,1.3074E+02,1.3079E+02,1.1782E+02,1.1977E+02,1.1271E+02,1.1286E+02,1.1460E+02,1.1470E+02,1.0805E+02,1.0805E+02,1.0981E+02,1.0985E+02,1.0986E+02,1.0987E+02,1.0987E+02,1.0379E+02,1.2632E+02,8.6436E+01
3.9973E+01,3.4536E+01,2.3321E+02,3.4711E+01,2.5349E+02,3.5895E+01,3.6907E+01,8.4539E+01,4.9093E+01,7.9780E+01,1.0614E+02,4.9223E+01,7.6497E+01,5.2600E+01,1.0316E+02,3.7676E+01,3.8128E+01,3.8607E+01,3.7810E+01,4.9321E+01,4.0134E+01,4.0139E+01,1.3471E+02,6.9984E+01,1.3477E+02,3.8918E+01,3.8498E+01,7.3146E+01,3.9848E+01,1.3699E+02,1.3704E+02,1.2527E+02,1.2735E+02,1.1978E+02,1.1993E+02,1.2179E+02,1.2189E+02,1.1476E+02,1.1477E+02,1.1664E+02,1.1668E+02,1.1669E+02,1.1670E+02,1.1670E+02,1.1182E+02,1.4285E+02,9.0370E+01
4.1413E+01,3.4954E+01,2.4505E+02,3.5129E+01,2.6639E+02,3.6313E+01,3.7340E+01,8.7084E+01,4.9737E+01,8.2156E+01,1.0944E+02,4.9867E+01,7.8753E+01,5.4015E+01,1.0634E+02,3.8109E+01,3.8568E+01,3.9055E+01,3.8243E+01,4.9953E+01,4.0605E+01,4.0610E+01,1.4118E+02,7.1983E+01,1.4124E+02,3.9366E+01,3.8938E+01,7.4190E+01,4.0312E+01,1.4357E+02,1.4362E+02,1.3325E+02,1.3547E+02,1.2736E+02,1.2751E+02,1.2950E+02,1.2960E+02,1.2196E+02,1.2196E+02,1.2396E+02,1.2400E+02,1.2401E+02,1.2401E+02,1.2402E+02,1.1877E+02,1.5440E+02,9.4488E+01
4.2904E+01,3.5379E+01,2.5751E+02,3.5554E+01,2.7537E+02,3.6738E+01,3.7780E+01,8.9720E+01,5.0391E+01,8.4616E+01,1.1285E+02,5.1188E+01,8.1088E+01,5.5480E+01,1.0964E+02,3.8549E+01,3.9016E+01,3.9510E+01,3.8683E+01,5.1251E+01,4.1085E+01,4.1090E+01,1.4799E+02,7.4053E+01,1.4805E+02,3.9821E+01,3.9386E+01,7.5251E+01,4.0783E+01,1.5050E+02,1.5055E+02,1.3960E+02,1.4193E+02,1.3548E+02,1.3562E+02,1.3776E+02,1.3786E+02,1.2966E+02,1.2967E+02,1.3180E+02,1.3184E+02,1.3185E+02,1.3186E+02,1.3186E+02,1.2622E+02,1.6438E+02,9.8679E+01
4.4446E+01,3.5812E+01,2.7064E+02,3.5987E+01,2.8467E+02,3.7171E+01,3.8228E+01,9.2448E+01,5.1735E+01,8.7161E+01,1.1638E+02,5.1865E+01,8.3505E+01,5.6232E+01,1.1306E+02,3.8997E+01,3.9471E+01,3.9974E+01,3.9131E+01,5.1918E+01,4.1573E+01,4.1578E+01,1.5516E+02,7.6195E+01,1.5522E+02,4.0285E+01,3.9841E+01,7.6332E+01,4.1263E+01,1.5780E+02,1.5785E+02,1.4630E+02,1.4874E+02,1.4194E+02,1.4209E+02,1.4434E+02,1.4443E+02,1.3792E+02,1.3793E+02,1.4020E+02,1.4024E+02,1.4025E+02,1.4026E+02,1.4027E+02,1.3420E+02,1.7508E+02,1.0288E+02
4.6044E+01,3.6252E+01,2.8447E+02,3.6427E+01,2.9429E+02,3.7611E+01,3.8683E+01,9.5271E+01,5.2425E+01,8.9797E+01,1.2004E+02,5.2555E+01,8.6008E+01,5.6996E+01,1.1659E+02,3.9452E+01,3.9935E+01,4.0445E+01,3.9586E+01,5.2595E+01,4.2070E+01,4.2075E+01,1.6271E+02,7.8412E+01,1.6278E+02,4.0756E+01,4.0305E+01,7.7431E+01,4.1751E+01,1.6548E+02,1.6553E+02,1.5335E+02,1.5592E+02,1.4876E+02,1.4890E+02,1.5127E+02,1.5136E+02,1.4450E+02,1.4451E+02,1.4689E+02,1.4694E+02,1.4695E+02,1.4695E+02,1.4696E+02,1.4275E+02,1.8655E+02,1.0693E+02
4.6863E+01,3.6700E+01,2.9903E+02,3.6875E+01,3.0425E+02,3.8059E+01,3.9147E+01,9.8194E+01,5.3126E+01,9.2525E+01,1.2383E+02,5.3256E+01,8.8598E+01,5.7774E+01,1.2025E+02,3.9916E+01,4.0406E+01,4.0925E+01,4.0050E+01,5.3285E+01,4.2575E+01,4.2580E+01,1.7067E+02,7.9550E+01,1.7073E+02,4.1236E+01,4.0776E+01,7.8549E+01,4.2248E+01,1.7358E+02,1.7363E+02,1.6077E+02,1.6347E+02,1.5593E+02,1.5607E+02,1.5857E+02,1.5866E+02,1.5143E+02,1.5144E+02,1.5394E+02,1.5399E+02,1.5400E+02,1.5400E+02,1.5401E+02,1.4956E+02,1.9569E+02,1.1109E+02
4.7697E+01,3.7155E+01,3.1436E+02,3.7330E+01,3.1457E+02,3.8514E+01,3.9618E+01,1.0122E+02,5.3840E+01,9.5348E+01,1.2775E+02,5.3970E+01,9.1279E+01,5.8566E+01,1.2404E+02,4.0387E+01,4.0886E+01,4.1413E+01,4.0521E+01,5.3986E+01,4.3089E+01,4.3094E+01,1.7905E+02,8.1885E+01,1.7911E+02,4.1724E+01,4.1256E+01,7.9687E+01,4.2753E+01,1.8210E+02,1.8215E+02,1.6859E+02,1.7143E+02,1.6348E+02,1.6363E+02,1.6625E+02,1.6635E+02,1.5873E+02,1.5873E+02,1.6137E+02,1.6141E+02,1.6142E+02,1.6143E+02,1.6144E+02,1.5673E+02,2.0531E+02,1.1549E+02
4.8545E+01,3.7619E+01,3.3051E+02,3.7794E+01,3.2524E+02,3.8978E+01,4.0098E+01,1.0435E+02,5.4566E+01,9.8271E+01,1.3181E+02,5.4696E+01,9.4054E+01,5.9372E+01,1.2796E+02,4.0867E+01,4.1374E+01,4.1910E+01,4.1001E+01,5.4700E+01,4.3612E+01,4.3617E+01,1.8787E+02,8.4302E+01,1.8794E+02,4.2221E+01,4.1744E+01,8.2022E+01,4.3267E+01,1.9108E+02,1.9113E+02,1.7683E+02,1.7981E+02,1.7144E+02,1.7158E+02,1.7435E+02,1.7444E+02,1.6642E+02,1.6642E+02,1.6919E+02,1.6923E+02,1.6924E+02,1.6925E+02,1.6926E+02,1.6428E+02,2.1893E+02,1.2013E+02
4.9408E+01,3.8090E+01,3.4176E+02,3.8265E+01,3.3629E+02,3.9449E+01,4.0586E+01,1.0759E+02,5.5305E+01,1.0130E+02,1.3601E+02,5.5435E+01,9.6927E+01,6.0191E+01,1.3202E+02,4.1355E+01,4.1871E+01,4.2415E+01,4.1489E+01,5.5426E+01,4.4144E+01,4.4149E+01,1.9717E+02,8.6805E+01,1.9723E+02,4.2726E+01,4.2241E+01,8.4439E+01,4.3790E+01,2.0054E+02,2.0059E+02,1.8550E+02,1.8863E+02,1.7982E+02,1.7996E+02,1.8287E+02,1.8297E+02,1.7451E+02,1.7451E+02,1.7743E+02,1.7747E+02,1.7748E+02,1.7748E+02,1.7749E+02,1.7224E+02,2.2979E+02,1.2486E+02
5.0286E+01,3.8570E+01,3.5339E+02,3.8745E+01,3.4773E+02,3.9929E+01,4.1083E+01,1.1095E+02,5.6057E+01,1.0443E+02,1.4036E+02,5.6187E+01,9.9901E+01,6.1873E+01,1.3622E+02,4.1852E+01,4.2376E+01,4.2929E+01,4.1986E+01,5.6165E+01,4.4686E+01,4.4691E+01,2.0696E+02,8.9395E+01,2.0702E+02,4.3240E+01,4.2746E+01,8.6942E+01,4.4322E+01,2.1050E+02,2.1055E+02,1.9464E+02,1.9793E+02,1.8864E+02,1.8879E+02,1.9185E+02,1.9195E+02,1.8304E+02,1.8304E+02,1.8610E+02,1.8614E+02,1.8615E+02,1.8616E+02,1.8616E+02,1.8062E+02,2.4122E+02,1.2984E+02
5.2088E+01,3.9058E+01,3.6544E+02,3.9233E+01,3.5957E+02,4.0417E+01,4.1588E+01,1.1442E+02,5.6821E+01,1.0767E+02,1.4486E+02,5.6951E+01,1.0298E+02,6.3614E+01,1.4057E+02,4.2357E+01,4.2890E+01,4.3452E+01,4.2491E+01,5.6917E+01,4.5237E+01,4.5242E+01,2.1726E+02,9.2076E+01,2.1733E+02,4.3763E+01,4.3260E+01,8.9532E+01,4.4864E+01,2.2099E+02,2.2103E+02,2.0426E+02,2.0771E+02,1.9794E+02,1.9808E+02,2.0131E+02,2.0140E+02,1.9201E+02,1.9202E+02,1.9523E+02,1.9528E+02,1.9529E+02,1.9529E+02,1.9530E+02,1.8944E+02,2.5327E+02,1.3506E+02
5.3954E+01,3.9555E+01,3.7791E+02,3.9730E+01,3.7182E+02,4.0914E+01,4.2102E+01,1.1802E+02,5.7599E+01,1.1103E+02,1.4952E+02,5.7729E+01,1.0617E+02,6.5416E+01,1.4507E+02,4.2871E+01,4.3413E+01,4.3984E+01,4.3005E+01,5.7681E+01,4.5797E+01,4.5802E+01,2.2812E+02,9.4851E+01,2.2818E+02,4.4295E+01,4.3783E+01,9.2213E+01,4.5415E+01,2.3203E+02,2.3208E+02,2.1439E+02,2.1802E+02,2.0772E+02,2.0787E+02,2.1126E+02,2.1136E+02,2.0147E+02,2.0147E+02,2.0485E+02,2.0490E+02,2.0491E+02,2.0491E+02,2.0492E+02,1.9874E+02,2.6595E+02,1.4052E+02
5.4911E+01,4.0060E+01,3.9081E+02,4.0235E+01,3.8451E+02,4.1419E+01,4.2625E+01,1.2174E+02,5.8391E+01,1.1450E+02,1.5434E+02,5.8521E+01,1.0946E+02,6.6341E+01,1.4973E+02,4.3394E+01,4.3945E+01,4.4526E+01,4.3528E+01,5.8459E+01,4.6367E+01,4.6372E+01,2.3955E+02,9.7724E+01,2.3962E+02,4.4837E+01,4.4315E+01,9.4988E+01,4.5975E+01,2.4366E+02,2.4371E+02,2.2506E+02,2.2888E+02,2.1803E+02,2.1818E+02,2.2175E+02,2.2185E+02,2.1143E+02,2.1143E+02,2.1499E+02,2.1503E+02,2.1504E+02,2.1504E+02,2.1505E+02,2.0853E+02,2.7930E+02,1.4623E+02
5.5885E+01,4.0574E+01,4.0417E+02,4.0749E+01,3.9764E+02,4.1933E+01,4.3157E+01,1.2560E+02,5.9197E+01,1.1810E+02,1.5933E+02,5.9327E+01,1.1288E+02,6.7282E+01,1.5455E+02,4.3926E+01,4.4487E+01,4.5077E+01,4.4060E+01,5.9251E+01,4.6947E+01,4.6952E+01,2.5160E+02,1.0070E+02,2.5166E+02,4.5388E+01,4.4857E+01,9.7861E+01,4.6545E+01,2.5592E+02,2.5597E+02,2.3630E+02,2.4031E+02,2.2889E+02,2.2903E+02,2.3280E+02,2.3289E+02,2.2192E+02,2.2192E+02,2.2566E+02,2.2570E+02,2.2571E+02,2.2571E+02,2.2572E+02,2.1883E+02,2.9337E+02,1.5221E+02
5.6876E+01,4.1097E+01,4.2510E+02,4.1272E+01,4.1123E+02,4.2456E+01,4.3699E+01,1.2958E+02,6.0016E+01,1.2182E+02,1.6450E+02,6.0146E+01,1.1641E+02,6.8239E+01,1.5954E+02,4.4468E+01,4.5038E+01,4.5637E+01,4.4602E+01,6.0057E+01,4.7538E+01,4.7543E+01,2.6428E+02,1.0378E+02,2.6434E+02,4.5948E+01,4.5408E+01,1.0084E+02,4.7125E+01,2.6882E+02,2.6887E+02,2.4813E+02,2.5235E+02,2.4032E+02,2.4047E+02,2.4443E+02,2.4453E+02,2.3296E+02,2.3297E+02,2.3690E+02,2.3694E+02,2.3695E+02,2.3695E+02,2.3696E+02,2.2969E+02,3.0819E+02,1.5864E+02
5.7884E+01,4.1629E+01,4.3967E+02,4.1804E+01,4.2530E+02,4.2988E+01,4.4250E+01,1.3371E+02,6.1698E+01,1.2567E+02,1.6985E+02,6.1828E+01,1.2007E+02,6.9213E+01,1.6471E+02,4.5019E+01,4.6168E+01,4.6207E+01,4.5153E+01,6.0876E+01,4.8138E+01,4.8143E+01,2.7311E+02,1.0696E+02,2.7317E+02,4.6518E+01,4.5968E+01,1.0391E+02,4.7716E+01,2.7780E+02,2.7785E+02,2.6060E+02,2.6504E+02,2.5237E+02,2.5251E+02,2.5668E+02,2.5678E+02,2.4460E+02,2.4460E+02,2.4873E+02,2.4877E+02,2.4878E+02,2.4879E+02,2.4880E+02,2.4112E+02,3.2379E+02,1.6485E+02
5.8910E+01,4.2171E+01,4.5474E+02,4.2346E+01,4.3987E+02,4.3530E+01,4.4810E+01,1.3799E+02,6.3439E+01,1.2966E+02,1.7539E+02,6.3569E+01,1.2386E+02,7.0204E+01,1.7006E+02,4.5579E+01,4.7339E+01,4.6787E+01,4.5713E+01,6.1710E+01,4.8749E+01,4.8754E+01,2.8224E+02,1.1026E+02,2.8231E+02,4.7098E+01,4.6538E+01,1.0710E+02,4.8316E+01,2.8710E+02,2.8715E+02,2.7373E+02,2.7839E+02,2.6505E+02,2.6519E+02,2.6959E+02,2.6968E+02,2.5685E+02,2.5685E+02,2.6120E+02,2.6124E+02,2.6125E+02,2.6125E+02,2.6126E+02,2.5317E+02,3.4022E+02,1.7134E+02
5.9954E+01,4.2722E+01,4.7035E+02,4.2897E+01,4.5495E+02,4.4081E+01,4.5380E+01,1.4241E+02,6.5241E+01,1.3379E+02,1.8112E+02,6.5371E+01,1.2778E+02,7.1212E+01,1.7560E+02,4.6149E+01,4.8550E+01,4.7378E+01,4.6283E+01,6.2558E+01,4.9371E+01,4.9376E+01,2.9170E+02,1.1368E+02,2.9177E+02,4.7689E+01,4.7118E+01,1.1040E+02,4.8927E+01,2.9672E+02,2.9677E+02,2.8286E+02,2.8769E+02,2.7840E+02,2.7855E+02,2.8318E+02,2.8327E+02,2.6975E+02,2.6975E+02,2.7432E+02,2.7437E+02,2.7438E+02,2.7438E+02,2.7439E+02,2.6585E+02,3.5166E+02,1.7792E+02
6.1015E+01,4.3282E+01,4.8651E+02,4.3457E+01,4.7055E+02,4.4641E+01,4.5960E+01,1.4699E+02,6.6166E+01,1.3806E+02,1.8706E+02,6.6296E+01,1.3184E+02,7.2238E+01,1.8133E+02,4.6729E+01,4.9172E+01,4.7978E+01,4.6863E+01,6.3421E+01,5.0003E+01,5.0008E+01,3.0149E+02,1.1721E+02,3.0156E+02,4.8289E+01,4.7709E+01,1.1381E+02,4.9549E+01,3.0668E+02,3.0673E+02,2.9232E+02,2.9731E+02,2.8770E+02,2.9262E+02,2.9263E+02,2.9273E+02,2.8334E+02,2.8334E+02,2.8815E+02,2.8819E+02,2.8820E+02,2.8821E+02,2.8822E+02,2.7921E+02,3.6957E+02,1.8440E+02
6.2096E+01,4.3852E+01,5.2054E+02,4.4027E+01,4.8671E+02,4.5211E+01,4.6551E+01,1.5173E+02,6.7107E+01,1.4249E+02,1.9320E+02,6.7237E+01,1.3604E+02,7.3282E+01,1.8726E+02,4.7320E+01,4.9804E+01,4.8589E+01,4.7454E+01,6.4299E+01,5.1301E+01,5.1306E+01,3.1163E+02,1.2087E+02,3.1169E+02,4.8900E+01,4.8309E+01,1.1735E+02,5.0181E+01,3.1699E+02,3.1704E+02,3.0211E+02,3.0727E+02,2.9732E+02,3.0241E+02,3.0243E+02,3.0252E+02,2.9280E+02,2.9280E+02,2.9777E+02,2.9782E+02,2.9783E+02,2.9783E+02,2.9784E+02,2.9327E+02,3.8844E+02,1.9069E+02
6.3195E+01,4.4432E+01,5.5701E+02,4.4607E+01,5.2075E+02,4.5791E+01,4.7151E+01,1.5664E+02,6.8064E+01,1.4707E+02,1.9956E+02,6.8194E+01,1.4039E+02,7.4343E+01,1.9341E+02,4.7920E+01,5.0448E+01,4.9211E+01,4.8054E+01,6.5193E+01,5.1968E+01,5.1973E+01,3.2212E+02,1.2466E+02,3.2218E+02,4.9522E+01,4.8920E+01,1.2101E+02,5.1479E+01,3.2767E+02,3.2772E+02,3.1225E+02,3.1759E+02,3.0729E+02,3.1254E+02,3.1256E+02,3.1266E+02,3.0259E+02,3.0259E+02,3.0773E+02,3.0778E+02,3.0779E+02,3.0779E+02,3.0780E+02,3.0306E+02,4.0157E+02,1.9749E+02
6.4313E+01,4.5023E+01,5.9609E+02,4.5198E+01,5.5721E+02,4.6382E+01,4.7762E+01,1.6172E+02,6.9038E+01,1.5181E+02,2.0614E+02,6.9168E+01,1.4489E+02,7.5424E+01,1.9976E+02,4.8531E+01,5.1102E+01,4.9843E+01,4.8665E+01,6.6101E+01,5.2645E+01,5.2650E+01,3.3298E+02,1.2858E+02,3.3304E+02,5.0154E+01,4.9542E+01,1.2479E+02,5.2146E+01,3.3872E+02,3.3877E+02,3.2274E+02,3.2826E+02,3.1760E+02,3.2303E+02,3.2305E+02,3.2315E+02,3.1272E+02,3.1273E+02,3.1805E+02,3.1809E+02,3.1810E+02,3.1810E+02,3.1811E+02,3.1320E+02,4.1517E+02,2.0456E+02
6.5451E+01,4.5623E+01,6.3796E+02,4.5798E+01,5.9629E+02,4.6982E+01,4.8384E+01,1.6698E+02,7.0029E+01,1.5672E+02,2.1295E+02,7.0159E+01,1.4955E+02,7.6523E+01,2.0635E+02,4.9153E+01,5.1769E+01,5.0487E+01,4.9287E+01,6.7026E+01,5.3335E+01,5.3340E+01,3.4422E+02,1.3264E+02,3.4428E+02,5.0798E+01,5.0174E+01,1.2871E+02,5.2823E+01,3.5015E+02,3.5020E+02,3.3360E+02,3.3931E+02,3.2827E+02,3.3389E+02,3.3391E+02,3.3401E+02,3.2322E+02,3.2322E+02,3.2872E+02,3.2876E+02,3.2877E+02,3.2878E+02,3.2879E+02,3.2369E+02,4.2924E+02,2.1195E+02
6.6608E+01,4.6234E+01,6.8283E+02,4.6409E+01,6.3816E+02,4.7593E+01,4.9016E+01,1.7242E+02,7.1037E+01,1.6180E+02,2.2000E+02,7.1167E+01,1.5437E+02,7.7641E+01,2.1316E+02,4.9785E+01,5.2446E+01,5.1141E+01,4.9919E+01,6.7967E+01,5.4036E+01,5.4041E+01,3.5586E+02,1.3684E+02,3.5592E+02,5.1452E+01,5.0818E+01,1.3277E+02,5.3513E+01,3.6199E+02,3.6204E+02,3.4484E+02,3.5075E+02,3.3932E+02,3.4514E+02,3.4515E+02,3.4525E+02,3.3408E+02,3.3408E+02,3.3977E+02,3.3981E+02,3.3982E+02,3.3983E+02,3.3984E+02,3.3455E+02,4.4380E+02,2.1965E+02
6.7786E+01,4.6856E+01,7.3090E+02,4.7031E+01,6.8303E+02,4.8215E+01,4.9660E+01,1.7805E+02,7.2063E+01,1.6705E+02,2.2730E+02,7.2193E+01,1.5936E+02,7.8779E+01,2.2021E+02,5.0429E+01,5.3136E+01,5.1808E+01,5.0563E+01,6.8924E+01,5.4750E+01,5.4755E+01,3.6790E+02,1.4118E+02,3.6797E+02,5.2119E+01,5.1472E+01,1.3697E+02,5.4214E+01,3.7425E+02,3.7430E+02,3.5648E+02,3.6259E+02,3.5076E+02,3.5677E+02,3.5679E+02,3.5689E+02,3.4532E+02,3.4532E+02,3.5121E+02,3.5125E+02,3.5126E+02,3.5127E+02,3.5127E+02,3.4579E+02,4.5888E+02,2.2769E+02
6.8984E+01,4.7488E+01,7.6920E+02,4.7663E+01,7.3111E+02,4.8847E+01,5.0314E+01,1.8389E+02,7.3107E+01,1.7250E+02,2.3486E+02,7.3237E+01,1.6453E+02,7.9936E+01,2.2751E+02,5.1083E+01,5.3837E+01,5.2485E+01,5.1217E+01,6.9898E+01,5.5476E+01,5.5481E+01,3.8037E+02,1.4569E+02,3.8044E+02,5.2796E+01,5.2139E+01,1.4132E+02,5.4928E+01,3.8694E+02,3.8698E+02,3.6852E+02,3.7484E+02,3.6260E+02,3.6882E+02,3.6884E+02,3.6893E+02,3.5695E+02,3.5696E+02,3.6305E+02,3.6309E+02,3.6310E+02,3.6310E+02,3.6311E+02,3.5743E+02,4.7449E+02,2.3579E+02
7.0203E+01,4.8132E+01,8.0954E+02,4.8307E+01,7.6941E+02,4.9491E+01,5.0981E+01,1.8992E+02,7.4168E+01,1.7813E+02,2.4268E+02,7.4298E+01,1.6988E+02,8.1114E+01,2.3507E+02,5.1750E+01,5.4551E+01,5.3175E+01,5.1884E+01,7.0889E+01,5.6215E+01,5.6220E+01,3.9328E+02,1.5035E+02,3.9334E+02,5.3486E+01,5.2816E+01,1.4582E+02,5.5654E+01,4.0007E+02,4.0012E+02,3.8099E+02,3.8753E+02,3.7485E+02,3.8129E+02,3.8130E+02,3.8140E+02,3.6900E+02,3.6900E+02,3.7530E+02,3.7535E+02,3.7535E+02,3.7536E+02,3.7537E+02,3.6947E+02,4.9064E+02,2.4392E+02
7.2706E+01,4.8786E+01,8.6668E+02,4.8961E+01,8.0974E+02,5.0145E+01,5.1658E+01,1.9617E+02,7.5249E+01,1.8396E+02,2.5078E+02,7.5379E+01,1.7542E+02,8.2312E+01,2.4289E+02,5.2427E+01,5.5277E+01,5.3876E+01,5.2561E+01,7.1897E+01,5.6967E+01,5.6972E+01,4.0664E+02,1.5517E+02,4.0670E+02,5.4187E+01,5.3506E+01,1.5048E+02,5.6393E+01,4.1366E+02,4.1371E+02,3.9390E+02,4.0066E+02,3.8754E+02,3.9419E+02,3.9421E+02,3.9431E+02,3.8147E+02,3.8147E+02,3.8799E+02,3.8803E+02,3.8804E+02,3.8805E+02,3.8805E+02,3.8194E+02,5.2468E+02,2.5269E+02
7.5296E+01,4.9453E+01,9.2790E+02,4.9628E+01,8.6688E+02,5.0812E+01,5.2348E+01,2.0264E+02,7.6348E+01,1.9000E+02,2.5916E+02,7.6478E+01,1.8115E+02,8.3531E+01,2.5099E+02,5.3117E+01,5.6016E+01,5.4590E+01,5.3251E+01,7.2923E+01,5.7731E+01,5.7736E+01,4.2047E+02,1.6016E+02,4.2053E+02,5.4901E+01,5.4207E+01,1.5531E+02,5.7145E+01,4.2773E+02,4.2778E+02,4.0726E+02,4.1425E+02,4.0067E+02,4.0755E+02,4.0757E+02,4.0767E+02,3.9438E+02,3.9438E+02,4.0112E+02,4.0116E+02,4.0117E+02,4.0118E+02,4.0119E+02,3.9485E+02,5.6115E+02,2.6217E+02
