p0,% r,z,plas.ne (1/m^3) @ 13: Time=0.1 s /  p0=1.3332 Pa /  Power=100 W,plas.ne (1/m^3) @ 26: Time=0.1 s / p0=1.3332 Pa / Power=200W,plas.ne (1/m^3) @ 26: Time=0.1 s / p0=1.3332 Pa / Power=300W,plas.ne (1/m^3) @ 26: Time=0.1 s / p0=1.3332 Pa / Power=400W,plas.ne (1/m^3) @ 26: Time=0.1 s / p0=1.3332 Pa / Power=500W
3.9997,34.09090909,107.3443994,2.12E+15,4.33E+15,6.50E+15,8.64E+15,1.08E+16
3.9997,34.09090909,107.7268331,1.12E+15,2.25E+15,3.36E+15,4.46E+15,5.56E+15
3.9997,34.09090909,108,5.85E+14,1.13E+15,1.67E+15,2.20E+15,2.72E+15
3.9997,34.11349275,31.44199045,7.74E+16,1.50E+17,2.21E+17,2.90E+17,3.58E+17
3.9997,34.3514048,4.248538037,1.07E+16,2.15E+16,3.21E+16,4.25E+16,5.28E+16
3.9997,34.48353824,101.8459058,1.78E+16,3.50E+16,5.18E+16,6.84E+16,8.48E+16
3.9997,36.68507861,10.17813998,2.66E+16,5.23E+16,7.74E+16,1.02E+17,1.27E+17
3.9997,37.14736496,83.86889453,6.55E+16,1.28E+17,1.88E+17,2.48E+17,3.07E+17
3.9997,37.71785302,97.49946171,3.00E+16,5.90E+16,8.72E+16,1.15E+17,1.43E+17
3.9997,37.97510727,69.45080124,9.21E+16,1.79E+17,2.63E+17,3.45E+17,4.26E+17
3.9997,38.24090168,37.63505961,8.77E+16,1.70E+17,2.50E+17,3.28E+17,4.05E+17
3.9997,38.29623396,24.7890471,6.30E+16,1.23E+17,1.81E+17,2.38E+17,2.94E+17
3.9997,38.68940628,63.82718402,9.82E+16,1.90E+17,2.79E+17,3.66E+17,4.53E+17
3.9997,39.00510948,57.27346638,1.02E+17,1.97E+17,2.88E+17,3.78E+17,4.67E+17
3.9997,39.18342234,50.73129341,1.01E+17,1.95E+17,2.86E+17,3.75E+17,4.63E+17
3.9997,39.76355612,43.81558387,9.57E+16,1.86E+17,2.72E+17,3.57E+17,4.41E+17
3.9997,39.95627577,103.8107614,1.21E+16,2.40E+16,3.56E+16,4.71E+16,5.84E+16
3.9997,39.99264921,6.463278746,1.66E+16,3.29E+16,4.88E+16,6.46E+16,8.02E+16
3.9997,40.07142857,0,1.38E+14,2.89E+14,4.42E+14,5.96E+14,7.49E+14
3.9997,40.07142857,0.274489875,3.96E+14,9.19E+14,1.47E+15,2.04E+15,2.61E+15
3.9997,40.07142857,0.658775699,1.10E+15,2.58E+15,4.10E+15,5.64E+15,7.18E+15
3.9997,40.07142857,1.196775854,2.40E+15,5.27E+15,8.14E+15,1.10E+16,1.39E+16
3.9997,40.07142857,1.94997607,4.41E+15,9.22E+15,1.40E+16,1.87E+16,2.34E+16
3.9997,40.07142857,3.004456373,7.26E+15,1.48E+16,2.22E+16,2.95E+16,3.67E+16
3.9997,40.08724163,15.29404318,3.99E+16,7.83E+16,1.16E+17,1.52E+17,1.89E+17
3.9997,40.73566651,92.28080699,4.42E+16,8.68E+16,1.28E+17,1.69E+17,2.10E+17
3.9997,40.90909091,104.9806709,8.79E+15,1.75E+16,2.60E+16,3.44E+16,4.27E+16
3.9997,40.90909091,106.0403711,5.77E+15,1.16E+16,1.72E+16,2.28E+16,2.84E+16
3.9997,40.90909091,106.7972998,3.61E+15,7.32E+15,1.10E+16,1.45E+16,1.81E+16
3.9997,40.90909091,107.3379632,2.13E+15,4.35E+15,6.54E+15,8.71E+15,1.09E+16
3.9997,40.90909091,107.7241513,1.12E+15,2.26E+15,3.38E+15,4.49E+15,5.59E+15
3.9997,40.90909091,108,5.83E+14,1.13E+15,1.67E+15,2.20E+15,2.73E+15
3.9997,40.9812225,4.370771601,1.10E+16,2.20E+16,3.28E+16,4.35E+16,5.41E+16
3.9997,41.19193073,74.13270542,8.50E+16,1.66E+17,2.44E+17,3.20E+17,3.96E+17
3.9997,41.83083541,101.3366733,1.92E+16,3.78E+16,5.60E+16,7.40E+16,9.18E+16
3.9997,41.95397045,33.20243825,8.01E+16,1.56E+17,2.29E+17,3.01E+17,3.72E+17
3.9997,43.52653501,83.45675471,6.60E+16,1.29E+17,1.91E+17,2.51E+17,3.11E+17
3.9997,43.56078369,9.685289855,2.51E+16,4.96E+16,7.34E+16,9.70E+16,1.20E+17
3.9997,43.68294116,38.05219512,8.79E+16,1.71E+17,2.51E+17,3.30E+17,4.08E+17
3.9997,44.3118669,68.03966395,9.36E+16,1.82E+17,2.68E+17,3.52E+17,4.35E+17
3.9997,44.52362093,54.1072889,1.01E+17,1.96E+17,2.88E+17,3.78E+17,4.67E+17
3.9997,44.61049435,97.20784709,3.07E+16,6.05E+16,8.95E+16,1.18E+17,1.47E+17
3.9997,44.78231348,24.86867015,6.27E+16,1.23E+17,1.81E+17,2.38E+17,2.95E+17
3.9997,45.04771307,48.40939696,9.88E+16,1.92E+17,2.82E+17,3.70E+17,4.57E+17
3.9997,45.21675379,60.5288876,9.98E+16,1.94E+17,2.85E+17,3.74E+17,4.62E+17
3.9997,46.72078404,103.8374791,1.20E+16,2.38E+16,3.54E+16,4.69E+16,5.82E+16
3.9997,46.75,0,1.39E+14,2.91E+14,4.45E+14,5.99E+14,7.53E+14
3.9997,46.75,0.275005839,3.95E+14,9.18E+14,1.47E+15,2.04E+15,2.61E+15
3.9997,46.75,0.660014013,1.10E+15,2.56E+15,4.08E+15,5.62E+15,7.16E+15
3.9997,46.75,1.199025457,2.38E+15,5.23E+15,8.09E+15,1.09E+16,1.38E+16
3.9997,46.75,1.953641479,4.37E+15,9.15E+15,1.39E+16,1.86E+16,2.33E+16
3.9997,46.75,3.010103909,7.17E+15,1.47E+16,2.20E+16,2.93E+16,3.65E+16
3.9997,46.80245545,6.633297227,1.68E+16,3.35E+16,4.98E+16,6.60E+16,8.19E+16
3.9997,46.91246864,74.21119221,8.45E+16,1.65E+17,2.43E+17,3.20E+17,3.96E+17
3.9997,47.0513781,15.49051462,3.99E+16,7.85E+16,1.16E+17,1.53E+17,1.90E+17
3.9997,47.1769671,42.8598208,9.36E+16,1.82E+17,2.68E+17,3.52E+17,4.35E+17
3.9997,47.48159497,90.67734218,4.80E+16,9.46E+16,1.40E+17,1.85E+17,2.29E+17
3.9997,47.53797376,4.478657142,1.11E+16,2.23E+16,3.33E+16,4.42E+16,5.50E+16
3.9997,47.58065208,32.74659837,7.86E+16,1.54E+17,2.26E+17,2.97E+17,3.68E+17
3.9997,47.72727273,104.9728368,8.77E+15,1.75E+16,2.61E+16,3.45E+16,4.29E+16
3.9997,47.72727273,106.0352865,5.76E+15,1.16E+16,1.73E+16,2.29E+16,2.85E+16
3.9997,47.72727273,106.7941792,3.61E+15,7.34E+15,1.10E+16,1.46E+16,1.82E+16
3.9997,47.72727273,107.3362455,2.12E+15,4.36E+15,6.57E+15,8.76E+15,1.09E+16
3.9997,47.72727273,107.7234356,1.12E+15,2.26E+15,3.40E+15,4.52E+15,5.63E+15
3.9997,47.72727273,108,5.83E+14,1.14E+15,1.68E+15,2.22E+15,2.75E+15
3.9997,48.6710488,101.0918445,1.97E+16,3.91E+16,5.81E+16,7.68E+16,9.53E+16
3.9997,48.96713908,56.03568677,1.00E+17,1.96E+17,2.87E+17,3.77E+17,4.66E+17
3.9997,49.5000328,64.43953902,9.64E+16,1.88E+17,2.77E+17,3.64E+17,4.50E+17
3.9997,49.72158763,51.66420262,9.97E+16,1.94E+17,2.85E+17,3.75E+17,4.63E+17
3.9997,50.0274104,37.93949876,8.69E+16,1.70E+17,2.50E+17,3.28E+17,4.06E+17
3.9997,50.09256168,47.02136349,9.70E+16,1.89E+17,2.78E+17,3.65E+17,4.51E+17
3.9997,50.22142958,10.52013789,2.69E+16,5.33E+16,7.90E+16,1.04E+17,1.30E+17
3.9997,50.4527317,83.54061263,6.53E+16,1.29E+17,1.90E+17,2.51E+17,3.11E+17
3.9997,50.52421995,24.93569698,6.23E+16,1.22E+17,1.80E+17,2.38E+17,2.94E+17
3.9997,50.89600468,69.2693307,9.12E+16,1.79E+17,2.63E+17,3.46E+17,4.28E+17
3.9997,51.29489876,96.94342052,3.11E+16,6.16E+16,9.13E+16,1.21E+17,1.50E+17
3.9997,51.64449727,60.05754467,9.90E+16,1.93E+17,2.84E+17,3.74E+17,4.62E+17
3.9997,53.19633537,43.16051848,9.30E+16,1.82E+17,2.68E+17,3.52E+17,4.35E+17
3.9997,53.42857143,0,1.40E+14,2.93E+14,4.47E+14,6.02E+14,7.57E+14
3.9997,53.42857143,0.2750432,3.95E+14,9.19E+14,1.47E+15,2.04E+15,2.61E+15
3.9997,53.42857143,0.66010368,1.09E+15,2.55E+15,4.07E+15,5.61E+15,7.15E+15
3.9997,53.42857143,1.199188351,2.36E+15,5.21E+15,8.06E+15,1.09E+16,1.38E+16
3.9997,53.42857143,1.953906892,4.33E+15,9.10E+15,1.38E+16,1.85E+16,2.32E+16
3.9997,53.42857143,3.010512848,7.10E+15,1.46E+16,2.19E+16,2.92E+16,3.64E+16
3.9997,53.44620422,6.681818489,1.67E+16,3.35E+16,4.98E+16,6.60E+16,8.20E+16
3.9997,53.57860729,16.92985094,4.28E+16,8.46E+16,1.25E+17,1.65E+17,2.05E+17
3.9997,53.61119469,103.7391175,1.21E+16,2.43E+16,3.61E+16,4.78E+16,5.94E+16
3.9997,53.61555605,75.19083865,8.19E+16,1.61E+17,2.38E+17,3.13E+17,3.88E+17
3.9997,53.84619397,55.00543681,9.97E+16,1.95E+17,2.87E+17,3.77E+17,4.66E+17
3.9997,53.8658075,31.82396857,7.60E+16,1.49E+17,2.20E+17,2.89E+17,3.58E+17
3.9997,54.26924349,90.63461118,4.77E+16,9.46E+16,1.40E+17,1.85E+17,2.30E+17
3.9997,54.42668768,4.504054399,1.10E+16,2.23E+16,3.33E+16,4.42E+16,5.50E+16
3.9997,54.46638399,101.2516159,1.91E+16,3.81E+16,5.66E+16,7.49E+16,9.30E+16
3.9997,54.54545455,104.9698535,8.71E+15,1.75E+16,2.61E+16,3.46E+16,4.30E+16
3.9997,54.54545455,106.0333503,5.72E+15,1.16E+16,1.73E+16,2.30E+16,2.86E+16
3.9997,54.54545455,106.7929909,3.58E+15,7.33E+15,1.10E+16,1.46E+16,1.83E+16
3.9997,54.54545455,107.3355913,2.11E+15,4.36E+15,6.58E+15,8.78E+15,1.10E+16
3.9997,54.54545455,107.7231631,1.11E+15,2.27E+15,3.41E+15,4.54E+15,5.66E+15
3.9997,54.54545455,108,5.81E+14,1.14E+15,1.69E+15,2.23E+15,2.77E+15
3.9997,54.72719554,64.71859716,9.55E+16,1.87E+17,2.76E+17,3.63E+17,4.48E+17
3.9997,55.36436449,49.15147465,9.77E+16,1.91E+17,2.81E+17,3.70E+17,4.57E+17
3.9997,56.60343845,37.91545533,8.57E+16,1.68E+17,2.48E+17,3.26E+17,4.04E+17
3.9997,56.80361791,10.84329341,2.73E+16,5.43E+16,8.06E+16,1.07E+17,1.32E+17
3.9997,56.80683847,23.50593941,5.81E+16,1.15E+17,1.70E+17,2.24E+17,2.77E+17
3.9997,57.57197084,82.29141375,6.74E+16,1.33E+17,1.98E+17,2.61E+17,3.23E+17
3.9997,57.57601103,69.60789064,8.98E+16,1.77E+17,2.61E+17,3.43E+17,4.25E+17
3.9997,57.60966825,59.61532601,9.82E+16,1.93E+17,2.84E+17,3.73E+17,4.61E+17
3.9997,57.8473146,97.04228177,3.06E+16,6.09E+16,9.05E+16,1.20E+17,1.49E+17
3.9997,59.67740459,43.31698899,9.20E+16,1.81E+17,2.66E+17,3.51E+17,4.34E+17
3.9997,59.78641601,31.22274116,7.38E+16,1.46E+17,2.15E+17,2.83E+17,3.51E+17
3.9997,60.06415975,16.28352333,4.07E+16,8.08E+16,1.20E+17,1.58E+17,1.96E+17
3.9997,60.10714286,0,1.41E+14,2.95E+14,4.50E+14,6.06E+14,7.62E+14
3.9997,60.10714286,0.274816027,3.94E+14,9.15E+14,1.47E+15,2.03E+15,2.60E+15
3.9997,60.10714286,0.659558466,1.08E+15,2.53E+15,4.03E+15,5.55E+15,7.08E+15
3.9997,60.10714286,1.198197879,2.32E+15,5.14E+15,7.97E+15,1.08E+16,1.36E+16
3.9997,60.10714286,1.952293058,4.24E+15,8.97E+15,1.37E+16,1.83E+16,2.29E+16
3.9997,60.10714286,3.008026309,6.96E+15,1.43E+16,2.16E+16,2.88E+16,3.60E+16
3.9997,60.11246595,6.908363248,1.70E+16,3.42E+16,5.10E+16,6.76E+16,8.40E+16
3.9997,60.17886231,54.2801768,9.84E+16,1.93E+17,2.85E+17,3.75E+17,4.63E+17
3.9997,60.57274875,103.4208417,1.29E+16,2.59E+16,3.86E+16,5.12E+16,6.37E+16
3.9997,60.83153811,91.38852059,4.54E+16,9.04E+16,1.34E+17,1.78E+17,2.21E+17
3.9997,60.98319463,4.584778501,1.10E+16,2.24E+16,3.35E+16,4.45E+16,5.55E+16
3.9997,61.1097157,64.48303256,9.45E+16,1.86E+17,2.75E+17,3.62E+17,4.48E+17
3.9997,61.34134598,75.47053025,8.04E+16,1.59E+17,2.35E+17,3.11E+17,3.85E+17
3.9997,61.36363636,104.9672186,8.59E+15,1.74E+16,2.60E+16,3.45E+16,4.29E+16
3.9997,61.36363636,106.0316402,5.64E+15,1.15E+16,1.72E+16,2.29E+16,2.85E+16
3.9997,61.36363636,106.7919414,3.53E+15,7.28E+15,1.10E+16,1.46E+16,1.82E+16
3.9997,61.36363636,107.3350136,2.08E+15,4.33E+15,6.55E+15,8.76E+15,1.09E+16
3.9997,61.36363636,107.7229223,1.10E+15,2.25E+15,3.40E+15,4.53E+15,5.66E+15
3.9997,61.36363636,108,5.76E+14,1.14E+15,1.69E+15,2.24E+15,2.78E+15
3.9997,61.40278569,101.1213584,1.93E+16,3.86E+16,5.75E+16,7.62E+16,9.47E+16
3.9997,63.06806855,48.64569405,9.56E+16,1.88E+17,2.78E+17,3.66E+17,4.52E+17
3.9997,63.09483866,22.1783002,5.42E+16,1.08E+17,1.60E+17,2.11E+17,2.61E+17
3.9997,63.27471022,37.88826615,8.43E+16,1.66E+17,2.46E+17,3.24E+17,4.00E+17
3.9997,63.44406218,10.3703127,2.57E+16,5.14E+16,7.65E+16,1.01E+17,1.26E+17
3.9997,64.10030999,59.31407839,9.69E+16,1.91E+17,2.82E+17,3.71E+17,4.59E+17
3.9997,64.2850982,85.24349373,5.99E+16,1.19E+17,1.77E+17,2.35E+17,2.91E+17
3.9997,64.46415767,69.68966231,8.84E+16,1.75E+17,2.59E+17,3.41E+17,4.23E+17
3.9997,64.71379415,97.38457537,2.93E+16,5.87E+16,8.75E+16,1.16E+17,1.44E+17
3.9997,66.60394408,43.15038036,9.01E+16,1.78E+17,2.63E+17,3.46E+17,4.29E+17
3.9997,66.74154307,31.13305231,7.22E+16,1.43E+17,2.12E+17,2.80E+17,3.47E+17
3.9997,66.7660673,15.46432013,3.79E+16,7.58E+16,1.13E+17,1.49E+17,1.85E+17
3.9997,66.7800854,6.947241476,1.68E+16,3.39E+16,5.07E+16,6.73E+16,8.37E+16
3.9997,66.78571429,0,1.42E+14,2.97E+14,4.53E+14,6.10E+14,7.66E+14
3.9997,66.78571429,0.274582436,3.92E+14,9.12E+14,1.46E+15,2.03E+15,2.60E+15
3.9997,66.78571429,0.658997846,1.06E+15,2.50E+15,4.00E+15,5.51E+15,7.03E+15
3.9997,66.78571429,1.19717942,2.28E+15,5.07E+15,7.88E+15,1.07E+16,1.35E+16
3.9997,66.78571429,1.950633623,4.16E+15,8.85E+15,1.35E+16,1.81E+16,2.27E+16
3.9997,66.78571429,3.005469508,6.83E+15,1.42E+16,2.14E+16,2.85E+16,3.56E+16
3.9997,67.08456833,53.9490859,9.66E+16,1.91E+17,2.82E+17,3.71E+17,4.59E+17
3.9997,67.27836309,103.3972229,1.28E+16,2.58E+16,3.86E+16,5.13E+16,6.38E+16
3.9997,67.64506664,4.575852131,1.08E+16,2.20E+16,3.30E+16,4.40E+16,5.48E+16
3.9997,67.73432165,64.43236214,9.30E+16,1.84E+17,2.73E+17,3.59E+17,4.45E+17
3.9997,67.93103302,76.44319003,7.73E+16,1.54E+17,2.29E+17,3.02E+17,3.75E+17
3.9997,68.05367927,92.58777632,4.15E+16,8.34E+16,1.24E+17,1.65E+17,2.05E+17
3.9997,68.18181818,104.9659957,8.47E+15,1.72E+16,2.58E+16,3.43E+16,4.28E+16
3.9997,68.18181818,106.0308465,5.56E+15,1.14E+16,1.71E+16,2.28E+16,2.84E+16
3.9997,68.18181818,106.7914542,3.48E+15,7.22E+15,1.09E+16,1.45E+16,1.82E+16
3.9997,68.18181818,107.3347454,2.05E+15,4.30E+15,6.52E+15,8.73E+15,1.09E+16
3.9997,68.18181818,107.7228106,1.08E+15,2.24E+15,3.39E+15,4.53E+15,5.66E+15
3.9997,68.18181818,108,5.70E+14,1.14E+15,1.69E+15,2.24E+15,2.79E+15
3.9997,68.21150092,100.9791563,1.93E+16,3.90E+16,5.83E+16,7.73E+16,9.62E+16
3.9997,70.02888847,37.82570064,8.24E+16,1.64E+17,2.42E+17,3.19E+17,3.96E+17
3.9997,70.09503997,10.30191607,2.49E+16,5.02E+16,7.49E+16,9.93E+16,1.23E+17
3.9997,70.27738063,48.51511903,9.35E+16,1.85E+17,2.74E+17,3.61E+17,4.47E+17
3.9997,70.39817555,21.96555353,5.25E+16,1.05E+17,1.56E+17,2.06E+17,2.56E+17
3.9997,70.87035043,59.14028477,9.50E+16,1.89E+17,2.79E+17,3.68E+17,4.56E+17
3.9997,71.28004686,69.6625854,8.67E+16,1.73E+17,2.56E+17,3.39E+17,4.20E+17
3.9997,71.40460423,85.62152777,5.79E+16,1.16E+17,1.74E+17,2.30E+17,2.86E+17
3.9997,71.54321258,96.97952895,2.98E+16,6.01E+16,8.98E+16,1.19E+17,1.48E+17
3.9997,73.45406805,6.802464109,1.60E+16,3.26E+16,4.88E+16,6.49E+16,8.08E+16
3.9997,73.46114622,31.15715269,7.05E+16,1.41E+17,2.09E+17,2.76E+17,3.42E+17
3.9997,73.46428571,0,1.43E+14,2.99E+14,4.56E+14,6.13E+14,7.70E+14
3.9997,73.46428571,0.27442577,3.89E+14,9.07E+14,1.45E+15,2.02E+15,2.58E+15
3.9997,73.46428571,0.658621847,1.04E+15,2.47E+15,3.95E+15,5.45E+15,6.96E+15
3.9997,73.46428571,1.196496355,2.23E+15,4.99E+15,7.77E+15,1.06E+16,1.33E+16
3.9997,73.46428571,1.949520667,4.07E+15,8.70E+15,1.33E+16,1.79E+16,2.24E+16
3.9997,73.46428571,3.003754703,6.67E+15,1.39E+16,2.10E+16,2.81E+16,3.52E+16
3.9997,73.4649091,15.13319641,3.62E+16,7.29E+16,1.09E+17,1.44E+17,1.79E+17
3.9997,73.57269683,43.16496716,8.79E+16,1.75E+17,2.59E+17,3.42E+17,4.24E+17
3.9997,73.96795361,103.3500437,1.26E+16,2.58E+16,3.86E+16,5.14E+16,6.40E+16
3.9997,74.00944704,53.80463405,9.43E+16,1.88E+17,2.78E+17,3.67E+17,4.54E+17
3.9997,74.21137952,4.495743195,1.03E+16,2.12E+16,3.19E+16,4.25E+16,5.31E+16
3.9997,74.52950157,64.34685001,9.10E+16,1.82E+17,2.70E+17,3.56E+17,4.41E+17
3.9997,74.78597241,76.21217864,7.61E+16,1.53E+17,2.28E+17,3.01E+17,3.74E+17
3.9997,74.92065195,92.38720645,4.12E+16,8.33E+16,1.25E+17,1.65E+17,2.06E+17
3.9997,74.98610215,100.9610184,1.90E+16,3.86E+16,5.78E+16,7.68E+16,9.57E+16
3.9997,75,104.9657141,8.28E+15,1.70E+16,2.55E+16,3.40E+16,4.24E+16
3.9997,75,106.0306637,5.44E+15,1.12E+16,1.69E+16,2.26E+16,2.82E+16
3.9997,75,106.7913421,3.40E+15,7.12E+15,1.08E+16,1.44E+16,1.80E+16
3.9997,75,107.3346837,2.01E+15,4.24E+15,6.46E+15,8.66E+15,1.08E+16
3.9997,75,107.7227849,1.06E+15,2.22E+15,3.36E+15,4.50E+15,5.63E+15
3.9997,75,108,5.61E+14,1.13E+15,1.68E+15,2.24E+15,2.78E+15
3.9997,76.77131271,10.14316951,2.39E+16,4.84E+16,7.24E+16,9.62E+16,1.20E+17
3.9997,76.87385396,37.86611977,8.03E+16,1.61E+17,2.38E+17,3.15E+17,3.90E+17
3.9997,77.05729929,22.19542994,5.16E+16,1.04E+17,1.55E+17,2.05E+17,2.54E+17
3.9997,77.21618527,48.46417839,9.10E+16,1.82E+17,2.70E+17,3.56E+17,4.41E+17
3.9997,77.71444134,59.03776247,9.27E+16,1.85E+17,2.75E+17,3.63E+17,4.50E+17
3.9997,78.11208909,69.613719,8.47E+16,1.70E+17,2.53E+17,3.35E+17,4.15E+17
3.9997,78.37145652,97.26580039,2.83E+16,5.77E+16,8.65E+16,1.15E+17,1.43E+17
3.9997,78.38954993,85.50211392,5.68E+16,1.15E+17,1.72E+17,2.29E+17,2.84E+17
3.9997,80.10454612,15.15116751,3.52E+16,7.13E+16,1.07E+17,1.41E+17,1.76E+17
3.9997,80.12840584,6.804246336,1.56E+16,3.19E+16,4.80E+16,6.38E+16,7.96E+16
3.9997,80.14285714,0,1.44E+14,3.00E+14,4.58E+14,6.16E+14,7.74E+14
3.9997,80.14285714,0.274341574,3.86E+14,9.00E+14,1.44E+15,2.00E+15,2.57E+15
3.9997,80.14285714,0.658419778,1.02E+15,2.43E+15,3.89E+15,5.37E+15,6.86E+15
3.9997,80.14285714,1.196129263,2.17E+15,4.89E+15,7.64E+15,1.04E+16,1.31E+16
3.9997,80.14285714,1.948922543,3.96E+15,8.52E+15,1.31E+16,1.76E+16,2.21E+16
3.9997,80.14285714,3.002833134,6.48E+15,1.36E+16,2.07E+16,2.76E+16,3.46E+16
3.9997,80.20210719,31.44334166,6.90E+16,1.39E+17,2.06E+17,2.73E+17,3.39E+17
3.9997,80.4357166,43.16638989,8.54E+16,1.71E+17,2.55E+17,3.36E+17,4.17E+17
3.9997,80.88237365,53.73399465,9.17E+16,1.84E+17,2.73E+17,3.61E+17,4.47E+17
3.9997,80.90997537,103.4421137,1.21E+16,2.48E+16,3.74E+16,4.98E+16,6.21E+16
3.9997,81.12268116,4.530539603,1.01E+16,2.09E+16,3.16E+16,4.21E+16,5.26E+16
3.9997,81.3597866,64.28289956,8.86E+16,1.78E+17,2.65E+17,3.51E+17,4.35E+17
3.9997,81.49495308,76.26536008,7.40E+16,1.50E+17,2.24E+17,2.97E+17,3.69E+17
3.9997,81.75994115,92.57737566,3.96E+16,8.09E+16,1.21E+17,1.61E+17,2.01E+17
3.9997,81.80678723,101.1152683,1.81E+16,3.71E+16,5.57E+16,7.42E+16,9.26E+16
3.9997,81.81818182,104.9656896,8.08E+15,1.67E+16,2.52E+16,3.36E+16,4.20E+16
3.9997,81.81818182,106.0306478,5.30E+15,1.10E+16,1.67E+16,2.23E+16,2.79E+16
3.9997,81.81818182,106.7913323,3.32E+15,7.00E+15,1.06E+16,1.43E+16,1.79E+16
3.9997,81.81818182,107.3346783,1.95E+15,4.17E+15,6.38E+15,8.57E+15,1.07E+16
3.9997,81.81818182,107.7227826,1.04E+15,2.18E+15,3.32E+15,4.46E+15,5.59E+15
3.9997,81.81818182,108,5.49E+14,1.11E+15,1.67E+15,2.22E+15,2.77E+15
3.9997,83.45395153,10.21710069,2.33E+16,4.76E+16,7.13E+16,9.49E+16,1.18E+17
3.9997,83.50507366,22.29087389,5.02E+16,1.02E+17,1.52E+17,2.02E+17,2.51E+17
3.9997,83.65590015,37.88664921,7.78E+16,1.57E+17,2.33E+17,3.09E+17,3.83E+17
3.9997,84.06541966,48.43779021,8.82E+16,1.78E+17,2.64E+17,3.49E+17,4.33E+17
3.9997,84.55215795,58.98049991,8.98E+16,1.81E+17,2.70E+17,3.57E+17,4.43E+17
3.9997,84.94191462,69.57790504,8.22E+16,1.67E+17,2.49E+17,3.29E+17,4.09E+17
3.9997,85.09002372,85.5273497,5.52E+16,1.13E+17,1.69E+17,2.25E+17,2.80E+17
3.9997,85.19950076,97.70456169,2.64E+16,5.43E+16,8.17E+16,1.09E+17,1.36E+17
3.9997,86.78878199,15.24848128,3.42E+16,6.98E+16,1.05E+17,1.39E+17,1.73E+17
3.9997,86.80665385,6.87472935,1.52E+16,3.13E+16,4.72E+16,6.29E+16,7.85E+16
3.9997,86.82142857,0,1.45E+14,3.02E+14,4.60E+14,6.19E+14,7.78E+14
3.9997,86.82142857,0.274300984,3.81E+14,8.89E+14,1.43E+15,1.98E+15,2.54E+15
3.9997,86.82142857,0.65832236,9.94E+14,2.37E+15,3.81E+15,5.27E+15,6.73E+15
3.9997,86.82142857,1.195952288,2.10E+15,4.76E+15,7.46E+15,1.02E+16,1.28E+16
3.9997,86.82142857,1.948634187,3.82E+15,8.28E+15,1.27E+16,1.72E+16,2.16E+16
3.9997,86.82142857,3.002388845,6.25E+15,1.32E+16,2.01E+16,2.70E+16,3.38E+16
3.9997,87.10433696,31.30191336,6.63E+16,1.34E+17,2.01E+17,2.66E+17,3.31E+17
3.9997,87.23400238,43.16854148,8.25E+16,1.67E+17,2.49E+17,3.29E+17,4.08E+17
3.9997,87.68879245,4.505742863,9.67E+15,2.02E+16,3.06E+16,4.08E+16,5.10E+16
3.9997,87.71382655,53.69689174,8.85E+16,1.79E+17,2.67E+17,3.53E+17,4.39E+17
3.9997,87.83803089,103.4478157,1.17E+16,2.42E+16,3.66E+16,4.89E+16,6.10E+16
3.9997,88.18239083,64.24619336,8.56E+16,1.74E+17,2.60E+17,3.44E+17,4.27E+17
3.9997,88.3214691,76.1177373,7.19E+16,1.47E+17,2.20E+17,2.92E+17,3.63E+17
3.9997,88.55958457,92.71813975,3.80E+16,7.84E+16,1.18E+17,1.57E+17,1.96E+17
3.9997,88.62745884,101.1279343,1.75E+16,3.61E+16,5.45E+16,7.28E+16,9.09E+16
3.9997,88.63636221,104.9656324,7.80E+15,1.63E+16,2.47E+16,3.30E+16,4.13E+16
3.9997,88.63636271,106.0306107,5.12E+15,1.08E+16,1.64E+16,2.19E+16,2.75E+16
3.9997,88.63636307,106.7913095,3.20E+15,6.83E+15,1.04E+16,1.40E+16,1.76E+16
3.9997,88.63636332,107.3346658,1.89E+15,4.07E+15,6.25E+15,8.41E+15,1.06E+16
3.9997,88.63636351,107.7227774,1.00E+15,2.13E+15,3.26E+15,4.38E+15,5.50E+15
3.9997,88.63636364,108,5.33E+14,1.09E+15,1.64E+15,2.19E+15,2.74E+15
3.9997,90.1220312,22.11685168,4.80E+16,9.80E+16,1.47E+17,1.95E+17,2.43E+17
3.9997,90.12344821,10.2745842,2.25E+16,4.64E+16,6.98E+16,9.30E+16,1.16E+17
3.9997,90.40605491,37.89982246,7.49E+16,1.52E+17,2.28E+17,3.01E+17,3.75E+17
3.9997,90.86890334,48.42273134,8.49E+16,1.73E+17,2.57E+17,3.41E+17,4.23E+17
3.9997,91.36990426,58.94940551,8.65E+16,1.76E+17,2.63E+17,3.49E+17,4.33E+17
3.9997,91.76368212,69.55717446,7.92E+16,1.62E+17,2.43E+17,3.22E+17,4.01E+17
3.9997,91.95009445,85.40666682,5.34E+16,1.10E+17,1.66E+17,2.21E+17,2.76E+17
3.9997,92.02514319,97.71564731,2.54E+16,5.28E+16,7.98E+16,1.07E+17,1.33E+17
3.9997,93.45887366,15.32900062,3.30E+16,6.79E+16,1.02E+17,1.36E+17,1.70E+17
3.9997,93.48066539,6.752290446,1.43E+16,2.98E+16,4.50E+16,6.01E+16,7.51E+16
3.9997,93.5,0,1.45E+14,3.03E+14,4.62E+14,6.21E+14,7.81E+14
