elastic(y),1s5(y),1s4(y),1s3(y),1s2(y),2p10(y),2p9(y),2p8(y),2p7(y),2p6(y),2p5(y),2p4(y),2p3(y),2p2(y),2p1(y),3d6(y),3d5(y),3d3(y),3d4!(y),3d4(y),3d1!!(y),2s5(y),2s4(y),3d1!(y),3d2(y),3s1!!!!(y),3s1!!(y),3s1!!!(y),2s3(y),2s2(y),3s1!(y),4d5(y),3s4(y),4d2(y),4s1!(y),3s2(y),5d5(y),4s4(y),5d2(y),6d5(y),5s1!(y),4s2(y),5s4(y),6d2(y),high(y),ion(y),avg(y)
3.0445E-20,3.6850E-22,2.9678E-22,6.2288E-23,5.3664E-22,8.8340E-23,1.5543E-22,1.0512E-22,7.6196E-23,1.0594E-22,4.0939E-23,7.9185E-23,5.5330E-23,5.6304E-23,1.5083E-22,9.5289E-23,4.7040E-22,3.2177E-22,3.5306E-22,1.1595E-22,1.2884E-22,1.2904E-22,1.6576E-23,2.1803E-23,4.6960E-23,1.9299E-22,1.2205E-22,3.4406E-23,2.7192E-23,6.8006E-24,5.6172E-23,1.0473E-24,7.6738E-24,2.5723E-23,1.0721E-23,1.1235E-23,2.0457E-24,2.0909E-23,2.0889E-23,3.5750E-25,2.4062E-25,3.4838E-25,6.1115E-24,1.3607E-23,5.9603E-23,3.3548E-21,1.0222E-22
3.1268E-20,3.8669E-22,3.0937E-22,6.5138E-23,5.5089E-22,9.0477E-23,1.5941E-22,1.0749E-22,7.8333E-23,1.0849E-22,4.2067E-23,8.1263E-23,5.6695E-23,5.7135E-23,1.5463E-22,9.6061E-23,4.7485E-22,3.2593E-22,3.5644E-22,1.1749E-22,1.3121E-22,1.3141E-22,1.7247E-23,2.2248E-23,4.8863E-23,1.9566E-22,1.2353E-22,3.5089E-23,2.7667E-23,7.0766E-24,5.8453E-23,1.0901E-24,7.9877E-24,2.6775E-23,1.1160E-23,1.1696E-23,2.1297E-24,2.1768E-23,2.1747E-23,3.7221E-25,2.5052E-25,3.6272E-25,6.3631E-24,1.4168E-23,6.2065E-23,3.4450E-21,1.0466E-22
3.2105E-20,3.9333E-22,3.2217E-22,6.8037E-23,5.6538E-22,9.2652E-23,1.6345E-22,1.0991E-22,8.0508E-23,1.1109E-22,4.3215E-23,8.3377E-23,5.8085E-23,5.7981E-23,1.5845E-22,9.6846E-23,4.7938E-22,3.3015E-22,3.5989E-22,1.1906E-22,1.3363E-22,1.3383E-22,1.7937E-23,2.2701E-23,5.0820E-23,1.9838E-22,1.2504E-22,3.5783E-23,2.8150E-23,7.3603E-24,6.0799E-23,1.1341E-24,8.3106E-24,2.7858E-23,1.1612E-23,1.2170E-23,2.2160E-24,2.2652E-23,2.2630E-23,3.8734E-25,2.6071E-25,3.7748E-25,6.6220E-24,1.4744E-23,6.4600E-23,3.5368E-21,1.0689E-22
3.2957E-20,4.0009E-22,3.3520E-22,7.0987E-23,5.8013E-22,9.4864E-23,1.6757E-22,1.1237E-22,8.2720E-23,1.1373E-22,4.4382E-23,8.5528E-23,5.9498E-23,5.8841E-23,1.6205E-22,9.7645E-23,4.8399E-22,3.3446E-22,3.6339E-22,1.2066E-22,1.3609E-22,1.3629E-22,1.8646E-23,2.3162E-23,5.2830E-23,2.0114E-22,1.2658E-22,3.6490E-23,2.8642E-23,7.6520E-24,6.3210E-23,1.1793E-24,8.6427E-24,2.8971E-23,1.2077E-23,1.2657E-23,2.3049E-24,2.3561E-23,2.3539E-23,4.0291E-25,2.7120E-25,3.9267E-25,6.8884E-24,1.5337E-23,6.7208E-23,3.6302E-21,1.0914E-22
3.3824E-20,4.0697E-22,3.4846E-22,7.3988E-23,5.9514E-22,9.7115E-23,1.7176E-22,1.1487E-22,8.4971E-23,1.1642E-22,4.5570E-23,8.7716E-23,6.0936E-23,5.9716E-23,1.6571E-22,9.8458E-23,4.8868E-22,3.3883E-22,3.6695E-22,1.2228E-22,1.3859E-22,1.3879E-22,1.9374E-23,2.3631E-23,5.4896E-23,2.0396E-22,1.2814E-22,3.7209E-23,2.9142E-23,7.9517E-24,6.5687E-23,1.2258E-24,8.9840E-24,3.0115E-23,1.2555E-23,1.3158E-23,2.3963E-24,2.4496E-23,2.4472E-23,4.1892E-25,2.8198E-25,4.0828E-25,7.1623E-24,1.5947E-23,6.9890E-23,3.7253E-21,1.1144E-22
3.4728E-20,4.1397E-22,3.6194E-22,7.7041E-23,6.1040E-22,9.9405E-23,1.7602E-22,1.1741E-22,8.7261E-23,1.1916E-22,4.6779E-23,8.9942E-23,6.2425E-23,6.0303E-23,1.6943E-22,9.9285E-23,4.9345E-22,3.4328E-22,3.7058E-22,1.2394E-22,1.4113E-22,1.4133E-22,2.0122E-23,2.4108E-23,5.7018E-23,2.0682E-22,1.2973E-22,3.7941E-23,2.9651E-23,8.2595E-24,6.8232E-23,1.2736E-24,9.3348E-24,3.1291E-23,1.3046E-23,1.3673E-23,2.4902E-24,2.5457E-23,2.5432E-23,4.3538E-25,2.9307E-25,4.2433E-25,7.4439E-24,1.6574E-23,7.2649E-23,3.8219E-21,1.1378E-22
3.5674E-20,4.2109E-22,3.7566E-22,8.0117E-23,6.2594E-22,1.0173E-22,1.8036E-22,1.2000E-22,8.9591E-23,1.2194E-22,4.7955E-23,9.1987E-23,6.4011E-23,6.0757E-23,1.7321E-22,1.0013E-22,4.9831E-22,3.4781E-22,3.7427E-22,1.2562E-22,1.4372E-22,1.4392E-22,2.0890E-23,2.4593E-23,5.9196E-23,2.0973E-22,1.3115E-22,3.8685E-23,3.0084E-23,8.5755E-24,7.0844E-23,1.3227E-24,9.6951E-24,3.2499E-23,1.3551E-23,1.4202E-23,2.5867E-24,2.6444E-23,2.6419E-23,4.5230E-25,3.0446E-25,4.4083E-25,7.7333E-24,1.7219E-23,7.5484E-23,3.9227E-21,1.1614E-22
3.6637E-20,4.2833E-22,3.8962E-22,8.2619E-23,6.4174E-22,1.0411E-22,1.8477E-22,1.2264E-22,9.1961E-23,1.2454E-22,4.9141E-23,9.4061E-23,6.5624E-23,6.1217E-23,1.7707E-22,1.0098E-22,5.0324E-22,3.5242E-22,3.7802E-22,1.2733E-22,1.4636E-22,1.4656E-22,2.1678E-23,2.5087E-23,6.1432E-23,2.1120E-22,1.3188E-22,3.9442E-23,3.0348E-23,8.8999E-24,7.3526E-23,1.3730E-24,1.0065E-23,3.3740E-23,1.4069E-23,1.4746E-23,2.6858E-24,2.7458E-23,2.7432E-23,4.6967E-25,3.1616E-25,4.5777E-25,8.0306E-24,1.7881E-23,7.8397E-23,4.0267E-21,1.1848E-22
3.7616E-20,4.3570E-22,4.0383E-22,8.5165E-23,6.5782E-22,1.0652E-22,1.8926E-22,1.2524E-22,9.4109E-23,1.2655E-22,5.0346E-23,9.6171E-23,6.7265E-23,6.1686E-23,1.8099E-22,1.0185E-22,5.0827E-22,3.5711E-22,3.8184E-22,1.2907E-22,1.4904E-22,1.4924E-22,2.2487E-23,2.5589E-23,6.3725E-23,2.1254E-22,1.3262E-22,4.0212E-23,3.0616E-23,9.2327E-24,7.6277E-23,1.4247E-24,1.0445E-23,3.5013E-23,1.4601E-23,1.5304E-23,2.7875E-24,2.8499E-23,2.8472E-23,4.8751E-25,3.2818E-25,4.7518E-25,8.3360E-24,1.8561E-23,8.1390E-23,4.1326E-21,1.2083E-22
3.8613E-20,4.4314E-22,4.1828E-22,8.7755E-23,6.7418E-22,1.0897E-22,1.9243E-22,1.2728E-22,9.6290E-23,1.2859E-22,5.1573E-23,9.8318E-23,6.8935E-23,6.2164E-23,1.8497E-22,1.0274E-22,5.1338E-22,3.6189E-22,3.8572E-22,1.3085E-22,1.5088E-22,1.5098E-22,2.3316E-23,2.6101E-23,6.6077E-23,2.1390E-22,1.3337E-22,4.0996E-23,3.0888E-23,9.5740E-24,7.9099E-23,1.4778E-24,1.0835E-23,3.6320E-23,1.5147E-23,1.5876E-23,2.8920E-24,2.9568E-23,2.9540E-23,5.0583E-25,3.4051E-25,4.9304E-25,8.6494E-24,1.9259E-23,8.4463E-23,4.2403E-21,1.2314E-22
3.9627E-20,4.5063E-22,4.3298E-22,9.0390E-23,6.9082E-22,1.1147E-22,1.9537E-22,1.2936E-22,9.8509E-23,1.3067E-22,5.2822E-23,1.0050E-22,7.0634E-23,6.2649E-23,1.8903E-22,1.0364E-22,5.1858E-22,3.6674E-22,3.8868E-22,1.3208E-22,1.5227E-22,1.5237E-22,2.4166E-23,2.6621E-23,6.8488E-23,2.1529E-22,1.3413E-22,4.1794E-23,3.1166E-23,9.9239E-24,8.1993E-23,1.5322E-24,1.1235E-23,3.7661E-23,1.5708E-23,1.6464E-23,2.9991E-24,3.0665E-23,3.0636E-23,5.2462E-25,3.5318E-25,5.1138E-25,8.9711E-24,1.9975E-23,8.7617E-23,4.3498E-21,1.2542E-22
4.0659E-20,4.5825E-22,4.4793E-22,9.3071E-23,7.0775E-22,1.1397E-22,1.9837E-22,1.3148E-22,1.0077E-22,1.3279E-22,5.4092E-23,1.0273E-22,7.2363E-23,6.3143E-23,1.9316E-22,1.0456E-22,5.2387E-22,3.7144E-22,3.9030E-22,1.3328E-22,1.5368E-22,1.5378E-22,2.5037E-23,2.7150E-23,7.0959E-23,2.1670E-22,1.3490E-22,4.2605E-23,3.1448E-23,1.0283E-23,8.4959E-23,1.5880E-24,1.1645E-23,3.9035E-23,1.6282E-23,1.7066E-23,3.1090E-24,3.1790E-23,3.1760E-23,5.4391E-25,3.6616E-25,5.3019E-25,9.3011E-24,2.0710E-23,9.0854E-23,4.4613E-21,1.2771E-22
4.1709E-20,4.6600E-22,4.6315E-22,9.5799E-23,7.2463E-22,1.1644E-22,2.0142E-22,1.3363E-22,1.0306E-22,1.3494E-22,5.5384E-23,1.0499E-22,7.4122E-23,6.3645E-23,1.9736E-22,1.0519E-22,5.2642E-22,3.7575E-22,3.9195E-22,1.3450E-22,1.5512E-22,1.5522E-22,2.5929E-23,2.7688E-23,7.3490E-23,2.1814E-22,1.3569E-22,4.3431E-23,3.1735E-23,1.0650E-23,8.7998E-23,1.6452E-24,1.2065E-23,4.0445E-23,1.6872E-23,1.7684E-23,3.2217E-24,3.2944E-23,3.2913E-23,5.6368E-25,3.7949E-25,5.4948E-25,9.6395E-24,2.1464E-23,9.4175E-23,4.5747E-21,1.2996E-22
4.2756E-20,4.7389E-22,4.7864E-22,9.8574E-23,7.4092E-22,1.1896E-22,2.0453E-22,1.3582E-22,1.0540E-22,1.3713E-22,5.6698E-23,1.0729E-22,7.5911E-23,6.4157E-23,2.0163E-22,1.0555E-22,5.2824E-22,3.8013E-22,3.9363E-22,1.3574E-22,1.5658E-22,1.5668E-22,2.6842E-23,2.8236E-23,7.6082E-23,2.1960E-22,1.3650E-22,4.4271E-23,3.2027E-23,1.1026E-23,9.1110E-23,1.7038E-24,1.2496E-23,4.1889E-23,1.7475E-23,1.8317E-23,3.3373E-24,3.4126E-23,3.4094E-23,5.8395E-25,3.9314E-25,5.6925E-25,9.9865E-24,2.2236E-23,9.7580E-23,4.6912E-21,1.3220E-22
4.3815E-20,4.8192E-22,4.9439E-22,9.9820E-23,7.5749E-22,1.2153E-22,2.0768E-22,1.3805E-22,1.0778E-22,1.3936E-22,5.8036E-23,1.0963E-22,7.7732E-23,6.4677E-23,2.0598E-22,1.0593E-22,5.3010E-22,3.8459E-22,3.9534E-22,1.3700E-22,1.5806E-22,1.5816E-22,2.7778E-23,2.8793E-23,7.8736E-23,2.2108E-22,1.3732E-22,4.5125E-23,3.2324E-23,1.1412E-23,9.4297E-23,1.7638E-24,1.2937E-23,4.3368E-23,1.8094E-23,1.8966E-23,3.4556E-24,3.5338E-23,3.5305E-23,6.0473E-25,4.0714E-25,5.8952E-25,1.0342E-23,2.3028E-23,1.0107E-22,4.8115E-21,1.3444E-22
4.4891E-20,4.9008E-22,5.0680E-22,1.0080E-22,7.7435E-22,1.2413E-22,2.1090E-22,1.4032E-22,1.1020E-22,1.4163E-22,5.9397E-23,1.1201E-22,7.9584E-23,6.5206E-23,2.1040E-22,1.0630E-22,5.3199E-22,3.8912E-22,3.9708E-22,1.3829E-22,1.5957E-22,1.5967E-22,2.8735E-23,2.9360E-23,8.1452E-23,2.2259E-22,1.3815E-22,4.5995E-23,3.2627E-23,1.1806E-23,9.7559E-23,1.8253E-24,1.3389E-23,4.4883E-23,1.8728E-23,1.9630E-23,3.5769E-24,3.6579E-23,3.6545E-23,6.2601E-25,4.2148E-25,6.1029E-25,1.0706E-23,2.3840E-23,1.0465E-22,4.9340E-21,1.3664E-22
4.5987E-20,4.9660E-22,5.1611E-22,1.0180E-22,7.9150E-22,1.2679E-22,2.1417E-22,1.4263E-22,1.1266E-22,1.4394E-22,6.0781E-23,1.1443E-22,8.1468E-23,6.5744E-23,2.1490E-22,1.0669E-22,5.3392E-22,3.9374E-22,3.9885E-22,1.3960E-22,1.6111E-22,1.6121E-22,2.9714E-23,2.9937E-23,8.4231E-23,2.2413E-22,1.3899E-22,4.6879E-23,3.2934E-23,1.2210E-23,1.0090E-22,1.8882E-24,1.3851E-23,4.6434E-23,1.9377E-23,2.0310E-23,3.7010E-24,3.7850E-23,3.7815E-23,6.4781E-25,4.3617E-25,6.3156E-25,1.1080E-23,2.4671E-23,1.0831E-22,5.0586E-21,1.3876E-22
4.7102E-20,5.0161E-22,5.2558E-22,1.0282E-22,8.0895E-22,1.2949E-22,2.1749E-22,1.4498E-22,1.1516E-22,1.4629E-22,6.2190E-23,1.1690E-22,8.3386E-23,6.6292E-23,2.1948E-22,1.0708E-22,5.3587E-22,3.9843E-22,4.0065E-22,1.4093E-22,1.6268E-22,1.6278E-22,3.0715E-23,3.0524E-23,8.7073E-23,2.2570E-22,1.3985E-22,4.7779E-23,3.3248E-23,1.2622E-23,1.0431E-22,1.9526E-24,1.4325E-23,4.8022E-23,2.0041E-23,2.1007E-23,3.8281E-24,3.9152E-23,3.9115E-23,6.7013E-25,4.5120E-25,6.5334E-25,1.1462E-23,2.5522E-23,1.1207E-22,5.1854E-21,1.4089E-22
4.8236E-20,5.0670E-22,5.3521E-22,1.0386E-22,8.2671E-22,1.3223E-22,2.2088E-22,1.4737E-22,1.1771E-22,1.4868E-22,6.3623E-23,1.1941E-22,8.5336E-23,6.6850E-23,2.2413E-22,1.0748E-22,5.3786E-22,4.0321E-22,4.0248E-22,1.4228E-22,1.6427E-22,1.6437E-22,3.1739E-23,3.1121E-23,8.9978E-23,2.2729E-22,1.4073E-22,4.8695E-23,3.3566E-23,1.3045E-23,1.0780E-22,2.0184E-24,1.4809E-23,4.9646E-23,2.0720E-23,2.1719E-23,3.9582E-24,4.0483E-23,4.0446E-23,6.9297E-25,4.6659E-25,6.7563E-25,1.1853E-23,2.6393E-23,1.1591E-22,5.3144E-21,1.4305E-22
4.9389E-20,5.1189E-22,5.4502E-22,1.0491E-22,8.4477E-22,1.3503E-22,2.2432E-22,1.4980E-22,1.2030E-22,1.5111E-22,6.5081E-23,1.2196E-22,8.7321E-23,6.7417E-23,2.2887E-22,1.0788E-22,5.3989E-22,4.0807E-22,4.0434E-22,1.4366E-22,1.6589E-22,1.6599E-22,3.2785E-23,3.1729E-23,9.2948E-23,2.2891E-22,1.4162E-22,4.9626E-23,3.3890E-23,1.3476E-23,1.1137E-22,2.0858E-24,1.5304E-23,5.1306E-23,2.1415E-23,2.2448E-23,4.0912E-24,4.1846E-23,4.1807E-23,7.1634E-25,4.8234E-25,6.9843E-25,1.2253E-23,2.7284E-23,1.1984E-22,5.4456E-21,1.4526E-22
5.0563E-20,5.1716E-22,5.5499E-22,1.0598E-22,8.6315E-22,1.3787E-22,2.2782E-22,1.5227E-22,1.2294E-22,1.5358E-22,6.6565E-23,1.2455E-22,8.9340E-23,6.7994E-23,2.3370E-22,1.0829E-22,5.4195E-22,4.1302E-22,4.0624E-22,1.4506E-22,1.6754E-22,1.6764E-22,3.3853E-23,3.2347E-23,9.5981E-23,2.3014E-22,1.4210E-22,5.0499E-23,3.4110E-23,1.3917E-23,1.1502E-22,2.1546E-24,1.5811E-23,5.3004E-23,2.2126E-23,2.3193E-23,4.2273E-24,4.3239E-23,4.3199E-23,7.4024E-25,4.9845E-25,7.2176E-25,1.2662E-23,2.8195E-23,1.2386E-22,5.5791E-21,1.4748E-22
5.1758E-20,5.2253E-22,5.6514E-22,1.0707E-22,8.8185E-22,1.4077E-22,2.3139E-22,1.5478E-22,1.2563E-22,1.5609E-22,6.8074E-23,1.2719E-22,9.1395E-23,6.8581E-23,2.3860E-22,1.0871E-22,5.4404E-22,4.1805E-22,4.0817E-22,1.4648E-22,1.6922E-22,1.6932E-22,3.4945E-23,3.2976E-23,9.9079E-23,2.3056E-22,1.4226E-22,5.1338E-23,3.4278E-23,1.4367E-23,1.1874E-22,2.2249E-24,1.6328E-23,5.4740E-23,2.2852E-23,2.3955E-23,4.3664E-24,4.4663E-23,4.4622E-23,7.6469E-25,5.1492E-25,7.4561E-25,1.3081E-23,2.9127E-23,1.2798E-22,5.7150E-21,1.4972E-22
5.2973E-20,5.2799E-22,5.7546E-22,1.0818E-22,9.0088E-22,1.4371E-22,2.3501E-22,1.5734E-22,1.2836E-22,1.5865E-22,6.9610E-23,1.2988E-22,9.3485E-23,6.9178E-23,2.4359E-22,1.0914E-22,5.4618E-22,4.2317E-22,4.1013E-22,1.4793E-22,1.7046E-22,1.7051E-22,3.6059E-23,3.3575E-23,1.0224E-22,2.3099E-22,1.4243E-22,5.2191E-23,3.4448E-23,1.4826E-23,1.2254E-22,2.2968E-24,1.6857E-23,5.6513E-23,2.3595E-23,2.4733E-23,4.5085E-24,4.6119E-23,4.6077E-23,7.8967E-25,5.3176E-25,7.6999E-25,1.3509E-23,3.0080E-23,1.3219E-22,5.8532E-21,1.5197E-22
5.4209E-20,5.3355E-22,5.8596E-22,1.0931E-22,9.2023E-22,1.4670E-22,2.3870E-22,1.5995E-22,1.3113E-22,1.6126E-22,7.1172E-23,1.3262E-22,9.5612E-23,6.9785E-23,2.4867E-22,1.0957E-22,5.4835E-22,4.2837E-22,4.1115E-22,1.4875E-22,1.7133E-22,1.7138E-22,3.7196E-23,3.4182E-23,1.0547E-22,2.3142E-22,1.4261E-22,5.3059E-23,3.4622E-23,1.5296E-23,1.2643E-22,2.3702E-24,1.7397E-23,5.8324E-23,2.4353E-23,2.5528E-23,4.6537E-24,4.7607E-23,4.7563E-23,8.1519E-25,5.4896E-25,7.9491E-25,1.3946E-23,3.1053E-23,1.3649E-22,5.9938E-21,1.5421E-22
5.5467E-20,5.3920E-22,5.9665E-22,1.1046E-22,9.3993E-22,1.4975E-22,2.4245E-22,1.6260E-22,1.3396E-22,1.6391E-22,7.2762E-23,1.3540E-22,9.7775E-23,7.0404E-23,2.5384E-22,1.1000E-22,5.5000E-22,4.3122E-22,4.1141E-22,1.4954E-22,1.7221E-22,1.7226E-22,3.8356E-23,3.4801E-23,1.0876E-22,2.3186E-22,1.4278E-22,5.3942E-23,3.4798E-23,1.5774E-23,1.3039E-22,2.4451E-24,1.7948E-23,6.0173E-23,2.5127E-23,2.6340E-23,4.8020E-24,4.9126E-23,4.9081E-23,8.4127E-25,5.6653E-25,8.2036E-25,1.4392E-23,3.2048E-23,1.4088E-22,6.1369E-21,1.5640E-22
5.6747E-20,5.4495E-22,6.0752E-22,1.1162E-22,9.6027E-22,1.5285E-22,2.4627E-22,1.6529E-22,1.3683E-22,1.6660E-22,7.4379E-23,1.3823E-22,9.9977E-23,7.1033E-23,2.5909E-22,1.1000E-22,5.5000E-22,4.3302E-22,4.1168E-22,1.5035E-22,1.7311E-22,1.7316E-22,3.9539E-23,3.5430E-23,1.1212E-22,2.3231E-22,1.4296E-22,5.4841E-23,3.4978E-23,1.6263E-23,1.3443E-22,2.5215E-24,1.8511E-23,6.2060E-23,2.5918E-23,2.7169E-23,4.9534E-24,5.0677E-23,5.0631E-23,8.6789E-25,5.8448E-25,8.4635E-25,1.4848E-23,3.3063E-23,1.4537E-22,6.2832E-21,1.5857E-22
5.8328E-20,5.5080E-22,6.1858E-22,1.1269E-22,9.8102E-22,1.5600E-22,2.5016E-22,1.6803E-22,1.3976E-22,1.6934E-22,7.6025E-23,1.4111E-22,1.0222E-22,7.1672E-23,2.6444E-22,1.1000E-22,5.5000E-22,4.3485E-22,4.1196E-22,1.5117E-22,1.7402E-22,1.7407E-22,4.0745E-23,3.6069E-23,1.1555E-22,2.3277E-22,1.4315E-22,5.5755E-23,3.5161E-23,1.6761E-23,1.3855E-22,2.5995E-24,1.9085E-23,6.3986E-23,2.6724E-23,2.8015E-23,5.1079E-24,5.2260E-23,5.2212E-23,8.9507E-25,6.0279E-25,8.7288E-25,1.5314E-23,3.4100E-23,1.4996E-22,6.4405E-21,1.6078E-22
6.0006E-20,5.5675E-22,6.2656E-22,1.1371E-22,1.0021E-21,1.5921E-22,2.5411E-22,1.7083E-22,1.4274E-22,1.7214E-22,7.7699E-23,1.4404E-22,1.0450E-22,7.2324E-23,2.6988E-22,1.1000E-22,5.5000E-22,4.3671E-22,4.1223E-22,1.5201E-22,1.7496E-22,1.7501E-22,4.1974E-23,3.6721E-23,1.1904E-22,2.3323E-22,1.4333E-22,5.6685E-23,3.5347E-23,1.7268E-23,1.4275E-22,2.6791E-24,1.9671E-23,6.5950E-23,2.7547E-23,2.8878E-23,5.2656E-24,5.3875E-23,5.3826E-23,9.2280E-25,6.2149E-25,8.9995E-25,1.5789E-23,3.5158E-23,1.5463E-22,6.6004E-21,1.6294E-22
6.1713E-20,5.6236E-22,6.3252E-22,1.1475E-22,1.0236E-21,1.6248E-22,2.5813E-22,1.7366E-22,1.4576E-22,1.7497E-22,7.9402E-23,1.4702E-22,1.0681E-22,7.2986E-23,2.7534E-22,1.1000E-22,5.5000E-22,4.3860E-22,4.1252E-22,1.5286E-22,1.7590E-22,1.7595E-22,4.3226E-23,3.7383E-23,1.2260E-22,2.3371E-22,1.4352E-22,5.7631E-23,3.5536E-23,1.7785E-23,1.4703E-22,2.7602E-24,2.0268E-23,6.7952E-23,2.8386E-23,2.9758E-23,5.4264E-24,5.5522E-23,5.5472E-23,9.5110E-25,6.4056E-25,9.2757E-25,1.6273E-23,3.6238E-23,1.5941E-22,6.7632E-21,1.6509E-22
6.3450E-20,5.6794E-22,6.3859E-22,1.1581E-22,1.0455E-21,1.6580E-22,2.6223E-22,1.7655E-22,1.4885E-22,1.7786E-22,8.1135E-23,1.5005E-22,1.0917E-22,7.3660E-23,2.7986E-22,1.1000E-22,5.5000E-22,4.4053E-22,4.1281E-22,1.5373E-22,1.7686E-22,1.7691E-22,4.4501E-23,3.8057E-23,1.2622E-22,2.3419E-22,1.4371E-22,5.8594E-23,3.5729E-23,1.8312E-23,1.5139E-22,2.8428E-24,2.0877E-23,6.9994E-23,2.9242E-23,3.0655E-23,5.5903E-24,5.7202E-23,5.7151E-23,9.7995E-25,6.6001E-25,9.5574E-25,1.6768E-23,3.7338E-23,1.6428E-22,6.9288E-21,1.6725E-22
6.5218E-20,5.7362E-22,6.4476E-22,1.1689E-22,1.0677E-21,1.6918E-22,2.6639E-22,1.7949E-22,1.5198E-22,1.8080E-22,8.2899E-23,1.5308E-22,1.1154E-22,7.4148E-23,2.8446E-22,1.1000E-22,5.5000E-22,4.4249E-22,4.1310E-22,1.5461E-22,1.7784E-22,1.7789E-22,4.5800E-23,3.8743E-23,1.2991E-22,2.3468E-22,1.4391E-22,5.9574E-23,3.5925E-23,1.8849E-23,1.5583E-22,2.9270E-24,2.1497E-23,7.2074E-23,3.0114E-23,3.1570E-23,5.7574E-24,5.8915E-23,5.8862E-23,1.0094E-24,6.7984E-25,9.8446E-25,1.7272E-23,3.8461E-23,1.6925E-22,7.0973E-21,1.6944E-22
6.7016E-20,5.7940E-22,6.5104E-22,1.1798E-22,1.0903E-21,1.7262E-22,2.7062E-22,1.8248E-22,1.5517E-22,1.8379E-22,8.4316E-23,1.5487E-22,1.1383E-22,7.4447E-23,2.8915E-22,1.1000E-22,5.5000E-22,4.4448E-22,4.1340E-22,1.5551E-22,1.7884E-22,1.7889E-22,4.7121E-23,3.9440E-23,1.3366E-22,2.3489E-22,1.4389E-22,6.0456E-23,3.6062E-23,1.9395E-23,1.6035E-22,3.0128E-24,2.2129E-23,7.4193E-23,3.1002E-23,3.2501E-23,5.9277E-24,6.0660E-23,6.0605E-23,1.0393E-24,7.0004E-25,1.0137E-24,1.7785E-23,3.9604E-23,1.7431E-22,7.2494E-21,1.7161E-22
6.8845E-20,5.8528E-22,6.5743E-22,1.1910E-22,1.1133E-21,1.7612E-22,2.7493E-22,1.8522E-22,1.5736E-22,1.8589E-22,8.5736E-23,1.5670E-22,1.1616E-22,7.4751E-23,2.9391E-22,1.1000E-22,5.5000E-22,4.4651E-22,4.1370E-22,1.5642E-22,1.7985E-22,1.7990E-22,4.8466E-23,4.0107E-23,1.3748E-22,2.3459E-22,1.4369E-22,6.1267E-23,3.6163E-23,1.9951E-23,1.6495E-22,3.1001E-24,2.2773E-23,7.6350E-23,3.1906E-23,3.3450E-23,6.1011E-24,6.2437E-23,6.2381E-23,1.0699E-24,7.2063E-25,1.0435E-24,1.8308E-23,4.0770E-23,1.7947E-22,7.3994E-21,1.7375E-22
7.0706E-20,5.9127E-22,6.6392E-22,1.2023E-22,1.1368E-21,1.7967E-22,2.7693E-22,1.8651E-22,1.5921E-22,1.8795E-22,8.7180E-23,1.5855E-22,1.1853E-22,7.5061E-23,2.9876E-22,1.1000E-22,5.5000E-22,4.4857E-22,4.1395E-22,1.5719E-22,1.8044E-22,1.8047E-22,4.9833E-23,4.0623E-23,1.4137E-22,2.3428E-22,1.4348E-22,6.2093E-23,3.6267E-23,2.0516E-23,1.6963E-22,3.1889E-24,2.3427E-23,7.8546E-23,3.2827E-23,3.4416E-23,6.2777E-24,6.4247E-23,6.4190E-23,1.1010E-24,7.4160E-25,1.0739E-24,1.8841E-23,4.1957E-23,1.8473E-22,7.5521E-21,1.7579E-22
7.2600E-20,5.9736E-22,6.7054E-22,1.2139E-22,1.1606E-21,1.8279E-22,2.7892E-22,1.8782E-22,1.6110E-22,1.9005E-22,8.8650E-23,1.6044E-22,1.2095E-22,7.5376E-23,3.0370E-22,1.1000E-22,5.5000E-22,4.4966E-22,4.1290E-22,1.5772E-22,1.8097E-22,1.8099E-22,5.1223E-23,4.1148E-23,1.4532E-22,2.3397E-22,1.4327E-22,6.2932E-23,3.6372E-23,2.1091E-23,1.7439E-22,3.2793E-24,2.4094E-23,8.0781E-23,3.3765E-23,3.5399E-23,6.4574E-24,6.6089E-23,6.6031E-23,1.1326E-24,7.6295E-25,1.1048E-24,1.9384E-23,4.3165E-23,1.9009E-22,7.7074E-21,1.7780E-22
7.4526E-20,6.0355E-22,6.7726E-22,1.2256E-22,1.1850E-21,1.8503E-22,2.8095E-22,1.8915E-22,1.6303E-22,1.9219E-22,9.0145E-23,1.6237E-22,1.2341E-22,7.5696E-23,3.0872E-22,1.0975E-22,5.4848E-22,4.4860E-22,4.1184E-22,1.5825E-22,1.8150E-22,1.8153E-22,5.2636E-23,4.1682E-23,1.4933E-22,2.3365E-22,1.4306E-22,6.3787E-23,3.6478E-23,2.1675E-23,1.7923E-22,3.3713E-24,2.4772E-23,8.3055E-23,3.4718E-23,3.6399E-23,6.6403E-24,6.7964E-23,6.7904E-23,1.1649E-24,7.8467E-25,1.1363E-24,1.9936E-23,4.4395E-23,1.9554E-22,7.8655E-21,1.7973E-22
