r,z,plas.ne (1/m^3) @ 13: Time=0.1 s /  p0=1.3332 Pa /  Power=100 W,plas.ne (1/m^3) @ 26: Time=0.1 s / p0=1.3332 Pa / Power=200W,plas.ne (1/m^3) @ 26: Time=0.1 s / p0=1.3332 Pa / Power=300W,plas.ne (1/m^3) @ 26: Time=0.1 s / p0=1.3332 Pa / Power=400W,plas.ne (1/m^3) @ 26: Time=0.1 s / p0=1.3332 Pa / Power=500W
210.9921439,107.3886619,5.32E+13,1.44E+14,2.52E+14,3.71E+14,4.96E+14
210.9921439,107.3886619,8.52E+13,2.33E+14,4.07E+14,5.95E+14,7.93E+14
210.9921439,107.3886619,1.22E+14,3.31E+14,5.76E+14,8.38E+14,1.11E+15
210.9921439,107.3886619,1.61E+14,4.37E+14,7.55E+14,1.10E+15,1.45E+15
211.0545643,-120.4151839,5.18E+12,1.29E+13,2.14E+13,3.03E+13,3.94E+13
211.0545643,-120.4151839,5.88E+12,1.37E+13,2.18E+13,3.01E+13,3.86E+13
211.0545643,-120.4151839,5.91E+12,1.32E+13,2.08E+13,2.84E+13,3.61E+13
211.0545643,-120.4151839,5.80E+12,1.27E+13,1.97E+13,2.68E+13,3.40E+13
211.0545643,-120.4151839,5.65E+12,1.22E+13,1.88E+13,2.55E+13,3.22E+13
211.0922486,70.47822215,6.81E+14,1.68E+15,2.83E+15,4.09E+15,5.42E+15
211.0922486,70.47822215,2.38E+15,5.94E+15,9.91E+15,1.41E+16,1.84E+16
211.0922486,70.47822215,4.93E+15,1.20E+16,1.95E+16,2.74E+16,3.54E+16
211.0922486,70.47822215,8.11E+15,1.91E+16,3.08E+16,4.27E+16,5.48E+16
211.0922486,70.47822215,1.17E+16,2.71E+16,4.31E+16,5.94E+16,7.58E+16
211.1831994,-38.82118537,3.25E+13,7.93E+13,1.30E+14,1.84E+14,2.39E+14
211.1831994,-38.82118537,6.37E+13,1.50E+14,2.41E+14,3.34E+14,4.29E+14
211.1831994,-38.82118537,9.68E+13,2.22E+14,3.53E+14,4.87E+14,6.22E+14
211.1831994,-38.82118537,1.32E+14,2.99E+14,4.71E+14,6.45E+14,8.21E+14
211.1831994,-38.82118537,1.69E+14,3.77E+14,5.91E+14,8.08E+14,1.03E+15
211.2088478,107.7452758,2.28E+13,5.53E+13,9.29E+13,1.34E+14,1.78E+14
211.2088478,107.7452758,3.75E+13,9.63E+13,1.64E+14,2.38E+14,3.15E+14
211.2088478,107.7452758,5.33E+13,1.37E+14,2.33E+14,3.35E+14,4.41E+14
211.2088478,107.7452758,6.91E+13,1.76E+14,2.98E+14,4.27E+14,5.61E+14
211.2088478,107.7452758,8.44E+13,2.14E+14,3.60E+14,5.15E+14,6.76E+14
211.2338556,-113.6816997,5.73E+12,1.43E+13,2.36E+13,3.33E+13,4.33E+13
211.2338556,-113.6816997,6.73E+12,1.56E+13,2.49E+13,3.44E+13,4.40E+13
211.2338556,-113.6816997,6.93E+12,1.55E+13,2.44E+13,3.33E+13,4.23E+13
211.2338556,-113.6816997,6.94E+12,1.52E+13,2.36E+13,3.21E+13,4.06E+13
211.2338556,-113.6816997,6.87E+12,1.48E+13,2.29E+13,3.10E+13,3.91E+13
211.2850322,-45.62910992,2.62E+13,6.42E+13,1.05E+14,1.48E+14,1.93E+14
211.2850322,-45.62910992,4.78E+13,1.11E+14,1.79E+14,2.47E+14,3.17E+14
211.2850322,-45.62910992,6.86E+13,1.56E+14,2.47E+14,3.40E+14,4.34E+14
211.2850322,-45.62910992,9.00E+13,2.02E+14,3.17E+14,4.33E+14,5.51E+14
211.2850322,-45.62910992,1.12E+14,2.48E+14,3.87E+14,5.28E+14,6.70E+14
211.319344,-106.9099417,6.42E+12,1.60E+13,2.64E+13,3.73E+13,4.84E+13
211.319344,-106.9099417,7.83E+12,1.81E+13,2.89E+13,4.00E+13,5.11E+13
211.319344,-106.9099417,8.27E+12,1.85E+13,2.90E+13,3.97E+13,5.04E+13
211.319344,-106.9099417,8.45E+12,1.85E+13,2.87E+13,3.90E+13,4.94E+13
211.319344,-106.9099417,8.51E+12,1.83E+13,2.83E+13,3.84E+13,4.84E+13
211.3349807,16.30487952,3.97E+14,9.81E+14,1.65E+15,2.37E+15,3.12E+15
211.3349807,16.30487952,1.34E+15,3.30E+15,5.46E+15,7.73E+15,1.01E+16
211.3349807,16.30487952,2.71E+15,6.48E+15,1.05E+16,1.46E+16,1.88E+16
211.3349807,16.30487952,4.38E+15,1.02E+16,1.62E+16,2.24E+16,2.87E+16
211.3349807,16.30487952,6.26E+15,1.42E+16,2.24E+16,3.08E+16,3.92E+16
211.3636364,108,1.96E+13,4.63E+13,7.64E+13,1.09E+14,1.43E+14
211.3636364,108,2.85E+13,6.92E+13,1.15E+14,1.62E+14,2.12E+14
211.3636364,108,3.64E+13,8.71E+13,1.42E+14,1.99E+14,2.57E+14
211.3636364,108,4.30E+13,1.01E+14,1.62E+14,2.25E+14,2.89E+14
211.3636364,108,4.84E+13,1.11E+14,1.77E+14,2.44E+14,3.13E+14
211.3761054,-79.71056829,1.11E+13,2.75E+13,4.52E+13,6.37E+13,8.26E+13
211.3761054,-79.71056829,1.58E+13,3.65E+13,5.82E+13,8.02E+13,1.02E+14
211.3761054,-79.71056829,1.86E+13,4.16E+13,6.52E+13,8.91E+13,1.13E+14
211.3761054,-79.71056829,2.07E+13,4.54E+13,7.05E+13,9.59E+13,1.21E+14
211.3761054,-79.71056829,2.24E+13,4.85E+13,7.50E+13,1.02E+14,1.28E+14
212.8219765,90.93864285,3.30E+14,8.20E+14,1.38E+15,2.00E+15,2.65E+15
212.8219765,90.93864285,1.10E+15,2.76E+15,4.61E+15,6.57E+15,8.58E+15
212.8219765,90.93864285,2.24E+15,5.47E+15,8.95E+15,1.26E+16,1.63E+16
212.8219765,90.93864285,3.66E+15,8.68E+15,1.40E+16,1.95E+16,2.51E+16
212.8219765,90.93864285,5.27E+15,1.22E+16,1.95E+16,2.70E+16,3.46E+16
212.9022315,29.49045221,5.14E+14,1.27E+15,2.14E+15,3.08E+15,4.07E+15
212.9022315,29.49045221,1.77E+15,4.38E+15,7.28E+15,1.03E+16,1.34E+16
212.9022315,29.49045221,3.62E+15,8.70E+15,1.41E+16,1.98E+16,2.55E+16
212.9022315,29.49045221,5.90E+15,1.38E+16,2.20E+16,3.05E+16,3.90E+16
212.9022315,29.49045221,8.48E+15,1.93E+16,3.06E+16,4.20E+16,5.35E+16
213.0078001,63.94698478,6.33E+14,1.57E+15,2.64E+15,3.81E+15,5.05E+15
213.0078001,63.94698478,2.21E+15,5.51E+15,9.19E+15,1.31E+16,1.71E+16
213.0078001,63.94698478,4.56E+15,1.11E+16,1.81E+16,2.53E+16,3.28E+16
213.0078001,63.94698478,7.50E+15,1.77E+16,2.84E+16,3.95E+16,5.06E+16
213.0078001,63.94698478,1.08E+16,2.50E+16,3.97E+16,5.48E+16,6.99E+16
213.0615407,23.19436737,4.37E+14,1.08E+15,1.82E+15,2.61E+15,3.45E+15
213.0615407,23.19436737,1.48E+15,3.67E+15,6.09E+15,8.63E+15,1.12E+16
213.0615407,23.19436737,3.02E+15,7.25E+15,1.18E+16,1.64E+16,2.11E+16
213.0615407,23.19436737,4.91E+15,1.14E+16,1.83E+16,2.53E+16,3.23E+16
213.0615407,23.19436737,7.02E+15,1.60E+16,2.53E+16,3.47E+16,4.43E+16
213.1497285,-139.965218,4.23E+12,1.06E+13,1.76E+13,2.49E+13,3.25E+13
213.1497285,-139.965218,4.45E+12,1.04E+13,1.66E+13,2.29E+13,2.94E+13
213.1497285,-139.965218,4.22E+12,9.48E+12,1.49E+13,2.04E+13,2.59E+13
213.1497285,-139.965218,3.95E+12,8.67E+12,1.35E+13,1.83E+13,2.32E+13
213.1497285,-139.965218,3.70E+12,7.99E+12,1.23E+13,1.67E+13,2.11E+13
213.3149047,56.58918575,6.37E+14,1.58E+15,2.66E+15,3.84E+15,5.08E+15
213.3149047,56.58918575,2.22E+15,5.55E+15,9.25E+15,1.32E+16,1.72E+16
213.3149047,56.58918575,4.59E+15,1.11E+16,1.82E+16,2.55E+16,3.29E+16
213.3149047,56.58918575,7.55E+15,1.78E+16,2.86E+16,3.96E+16,5.08E+16
213.3149047,56.58918575,1.09E+16,2.51E+16,3.99E+16,5.49E+16,7.00E+16
213.4361342,84.20552681,4.12E+14,1.02E+15,1.72E+15,2.48E+15,3.28E+15
213.4361342,84.20552681,1.39E+15,3.46E+15,5.78E+15,8.22E+15,1.07E+16
213.4361342,84.20552681,2.83E+15,6.87E+15,1.12E+16,1.58E+16,2.04E+16
213.4361342,84.20552681,4.62E+15,1.09E+16,1.76E+16,2.45E+16,3.15E+16
213.4361342,84.20552681,6.66E+15,1.54E+16,2.46E+16,3.39E+16,4.34E+16
214.1284758,36.21379558,5.24E+14,1.30E+15,2.19E+15,3.15E+15,4.17E+15
214.1284758,36.21379558,1.81E+15,4.49E+15,7.47E+15,1.06E+16,1.38E+16
214.1284758,36.21379558,3.71E+15,8.94E+15,1.46E+16,2.03E+16,2.62E+16
214.1284758,36.21379558,6.06E+15,1.42E+16,2.27E+16,3.14E+16,4.03E+16
214.1284758,36.21379558,8.71E+15,1.99E+16,3.16E+16,4.34E+16,5.53E+16
214.2979673,42.96529803,5.57E+14,1.38E+15,2.33E+15,3.36E+15,4.45E+15
214.2979673,42.96529803,1.93E+15,4.81E+15,8.01E+15,1.14E+16,1.48E+16
214.2979673,42.96529803,3.97E+15,9.60E+15,1.56E+16,2.19E+16,2.82E+16
214.2979673,42.96529803,6.51E+15,1.53E+16,2.45E+16,3.39E+16,4.34E+16
214.2979673,42.96529803,9.37E+15,2.15E+16,3.41E+16,4.69E+16,5.97E+16
214.5452416,50.04762377,5.70E+14,1.41E+15,2.38E+15,3.44E+15,4.55E+15
214.5452416,50.04762377,1.98E+15,4.93E+15,8.22E+15,1.17E+16,1.52E+16
214.5452416,50.04762377,4.07E+15,9.87E+15,1.61E+16,2.25E+16,2.91E+16
214.5452416,50.04762377,6.68E+15,1.57E+16,2.52E+16,3.50E+16,4.48E+16
214.5452416,50.04762377,9.64E+15,2.21E+16,3.52E+16,4.84E+16,6.17E+16
214.7310774,-150,4.09E+12,1.03E+13,1.70E+13,2.41E+13,3.14E+13
214.7310774,-150,4.24E+12,9.89E+12,1.58E+13,2.19E+13,2.80E+13
214.7310774,-150,3.97E+12,8.94E+12,1.40E+13,1.92E+13,2.44E+13
214.7310774,-150,3.69E+12,8.10E+12,1.26E+13,1.71E+13,2.17E+13
214.7310774,-150,3.42E+12,7.40E+12,1.14E+13,1.55E+13,1.96E+13
214.9966482,-0.868174419,1.48E+14,3.66E+14,6.11E+14,8.73E+14,1.15E+15
214.9966482,-0.868174419,4.41E+14,1.08E+15,1.78E+15,2.51E+15,3.25E+15
214.9966482,-0.868174419,8.47E+14,2.02E+15,3.26E+15,4.53E+15,5.83E+15
214.9966482,-0.868174419,1.33E+15,3.09E+15,4.92E+15,6.78E+15,8.67E+15
214.9966482,-0.868174419,1.87E+15,4.24E+15,6.69E+15,9.18E+15,1.17E+16
215.0361297,-8.004583799,1.05E+14,2.58E+14,4.28E+14,6.10E+14,8.00E+14
215.0361297,-8.004583799,2.90E+14,7.06E+14,1.16E+15,1.63E+15,2.11E+15
215.0361297,-8.004583799,5.39E+14,1.28E+15,2.06E+15,2.86E+15,3.68E+15
215.0361297,-8.004583799,8.33E+14,1.92E+15,3.06E+15,4.22E+15,5.39E+15
215.0361297,-8.004583799,1.16E+15,2.61E+15,4.12E+15,5.66E+15,7.20E+15
215.0433201,-130.0319979,4.52E+12,1.13E+13,1.88E+13,2.66E+13,3.46E+13
215.0433201,-130.0319979,4.89E+12,1.14E+13,1.82E+13,2.52E+13,3.22E+13
215.0433201,-130.0319979,4.74E+12,1.06E+13,1.67E+13,2.29E+13,2.90E+13
215.0433201,-130.0319979,4.51E+12,9.90E+12,1.54E+13,2.09E+13,2.65E+13
215.0433201,-130.0319979,4.29E+12,9.26E+12,1.43E+13,1.94E+13,2.45E+13
215.0650633,101.9222125,1.06E+14,2.74E+14,4.70E+14,6.84E+14,9.11E+14
215.0650633,101.9222125,3.27E+14,8.50E+14,1.44E+15,2.07E+15,2.71E+15
215.0650633,101.9222125,6.54E+14,1.65E+15,2.73E+15,3.86E+15,5.02E+15
215.0650633,101.9222125,1.06E+15,2.59E+15,4.23E+15,5.93E+15,7.66E+15
215.0650633,101.9222125,1.53E+15,3.64E+15,5.88E+15,8.18E+15,1.05E+16
215.3022989,6.274621367,2.01E+14,4.98E+14,8.33E+14,1.19E+15,1.57E+15
215.3022989,6.274621367,6.29E+14,1.55E+15,2.56E+15,3.61E+15,4.69E+15
215.3022989,6.274621367,1.23E+15,2.95E+15,4.77E+15,6.65E+15,8.55E+15
215.3022989,6.274621367,1.96E+15,4.56E+15,7.28E+15,1.01E+16,1.29E+16
215.3022989,6.274621367,2.78E+15,6.31E+15,9.97E+15,1.37E+16,1.74E+16
215.4008188,-135.2883978,4.31E+12,1.08E+13,1.79E+13,2.54E+13,3.30E+13
215.4008188,-135.2883978,4.57E+12,1.07E+13,1.70E+13,2.36E+13,3.01E+13
215.4008188,-135.2883978,4.36E+12,9.80E+12,1.54E+13,2.11E+13,2.68E+13
215.4008188,-135.2883978,4.10E+12,9.01E+12,1.40E+13,1.90E+13,2.41E+13
215.4008188,-135.2883978,3.86E+12,8.34E+12,1.29E+13,1.74E+13,2.20E+13
215.4518838,-123.8601214,4.84E+12,1.21E+13,2.00E+13,2.84E+13,3.69E+13
215.4518838,-123.8601214,5.37E+12,1.25E+13,2.00E+13,2.76E+13,3.53E+13
215.4518838,-123.8601214,5.30E+12,1.19E+13,1.87E+13,2.55E+13,3.24E+13
215.4518838,-123.8601214,5.12E+12,1.12E+13,1.75E+13,2.37E+13,3.00E+13
215.4518838,-123.8601214,4.93E+12,1.06E+13,1.64E+13,2.23E+13,2.81E+13
215.469166,-14.65947263,7.49E+13,1.84E+14,3.05E+14,4.32E+14,5.65E+14
215.469166,-14.65947263,1.91E+14,4.60E+14,7.51E+14,1.05E+15,1.36E+15
215.469166,-14.65947263,3.39E+14,7.98E+14,1.28E+15,1.78E+15,2.29E+15
215.469166,-14.65947263,5.12E+14,1.18E+15,1.87E+15,2.57E+15,3.29E+15
215.469166,-14.65947263,6.99E+14,1.58E+15,2.49E+15,3.41E+15,4.34E+15
215.697216,-97.21715247,7.51E+12,1.86E+13,3.08E+13,4.34E+13,5.64E+13
215.697216,-97.21715247,9.62E+12,2.22E+13,3.55E+13,4.89E+13,6.25E+13
215.697216,-97.21715247,1.05E+13,2.34E+13,3.67E+13,5.01E+13,6.36E+13
215.697216,-97.21715247,1.09E+13,2.39E+13,3.71E+13,5.04E+13,6.38E+13
215.697216,-97.21715247,1.12E+13,2.41E+13,3.73E+13,5.05E+13,6.37E+13
215.7020662,-69.97477121,1.35E+13,3.32E+13,5.47E+13,7.70E+13,9.98E+13
215.7020662,-69.97477121,2.01E+13,4.64E+13,7.38E+13,1.02E+14,1.30E+14
215.7020662,-69.97477121,2.44E+13,5.45E+13,8.54E+13,1.17E+14,1.48E+14
215.7020662,-69.97477121,2.78E+13,6.08E+13,9.46E+13,1.29E+14,1.63E+14
215.7020662,-69.97477121,3.06E+13,6.63E+13,1.03E+14,1.39E+14,1.76E+14
215.7798535,-21.61044098,5.50E+13,1.35E+14,2.22E+14,3.15E+14,4.10E+14
215.7798535,-21.61044098,1.28E+14,3.04E+14,4.95E+14,6.91E+14,8.91E+14
215.7798535,-21.61044098,2.15E+14,5.03E+14,8.05E+14,1.11E+15,1.43E+15
215.7798535,-21.61044098,3.15E+14,7.20E+14,1.14E+15,1.57E+15,2.00E+15
215.7798535,-21.61044098,4.22E+14,9.50E+14,1.49E+15,2.05E+15,2.60E+15
215.8549311,-62.82835268,1.60E+13,3.92E+13,6.44E+13,9.07E+13,1.18E+14
215.8549311,-62.82835268,2.48E+13,5.72E+13,9.10E+13,1.26E+14,1.60E+14
215.8549311,-62.82835268,3.11E+13,6.95E+13,1.09E+14,1.49E+14,1.90E+14
215.8549311,-62.82835268,3.64E+13,7.99E+13,1.24E+14,1.69E+14,2.15E+14
215.8549311,-62.82835268,4.12E+13,8.94E+13,1.39E+14,1.88E+14,2.38E+14
215.8575731,-117.0575771,5.30E+12,1.32E+13,2.19E+13,3.10E+13,4.03E+13
215.8575731,-117.0575771,6.08E+12,1.41E+13,2.26E+13,3.12E+13,3.99E+13
215.8575731,-117.0575771,6.14E+12,1.38E+13,2.16E+13,2.95E+13,3.75E+13
215.8575731,-117.0575771,6.05E+12,1.33E+13,2.06E+13,2.80E+13,3.54E+13
215.8575731,-117.0575771,5.91E+12,1.28E+13,1.97E+13,2.67E+13,3.37E+13
215.8934003,-35.37812982,3.35E+13,8.20E+13,1.35E+14,1.90E+14,2.47E+14
215.8934003,-35.37812982,6.56E+13,1.54E+14,2.47E+14,3.43E+14,4.40E+14
215.8934003,-35.37812982,9.87E+13,2.26E+14,3.59E+14,4.95E+14,6.32E+14
215.8934003,-35.37812982,1.34E+14,3.02E+14,4.75E+14,6.52E+14,8.29E+14
215.8934003,-35.37812982,1.71E+14,3.80E+14,5.95E+14,8.12E+14,1.03E+15
215.9118861,-90.09235926,8.66E+12,2.15E+13,3.54E+13,4.99E+13,6.48E+13
215.9118861,-90.09235926,1.15E+13,2.66E+13,4.25E+13,5.86E+13,7.48E+13
215.9118861,-90.09235926,1.29E+13,2.88E+13,4.51E+13,6.17E+13,7.83E+13
215.9118861,-90.09235926,1.37E+13,3.00E+13,4.66E+13,6.34E+13,8.02E+13
215.9118861,-90.09235926,1.43E+13,3.09E+13,4.77E+13,6.46E+13,8.15E+13
215.9478343,-145.0802793,4.08E+12,1.02E+13,1.70E+13,2.41E+13,3.14E+13
215.9478343,-145.0802793,4.24E+12,9.88E+12,1.58E+13,2.19E+13,2.80E+13
215.9478343,-145.0802793,3.97E+12,8.93E+12,1.40E+13,1.92E+13,2.44E+13
215.9478343,-145.0802793,3.68E+12,8.09E+12,1.26E+13,1.71E+13,2.16E+13
215.9478343,-145.0802793,3.42E+12,7.39E+12,1.14E+13,1.55E+13,1.95E+13
215.9510513,12.70724955,2.45E+14,6.07E+14,1.02E+15,1.46E+15,1.93E+15
215.9510513,12.70724955,7.86E+14,1.94E+15,3.21E+15,4.54E+15,5.90E+15
215.9510513,12.70724955,1.56E+15,3.74E+15,6.06E+15,8.45E+15,1.09E+16
215.9510513,12.70724955,2.50E+15,5.82E+15,9.30E+15,1.29E+16,1.64E+16
215.9510513,12.70724955,3.55E+15,8.08E+15,1.28E+16,1.76E+16,2.24E+16
216.0119122,-42.13295785,2.73E+13,6.68E+13,1.10E+14,1.55E+14,2.00E+14
216.0119122,-42.13295785,4.97E+13,1.16E+14,1.85E+14,2.56E+14,3.29E+14
216.0119122,-42.13295785,7.09E+13,1.61E+14,2.55E+14,3.50E+14,4.46E+14
216.0119122,-42.13295785,9.24E+13,2.07E+14,3.24E+14,4.43E+14,5.63E+14
216.0119122,-42.13295785,1.14E+14,2.52E+14,3.94E+14,5.37E+14,6.81E+14
216.0241249,-48.97630219,2.26E+13,5.53E+13,9.09E+13,1.28E+14,1.66E+14
216.0241249,-48.97630219,3.87E+13,8.97E+13,1.43E+14,1.98E+14,2.53E+14
216.0241249,-48.97630219,5.26E+13,1.19E+14,1.87E+14,2.56E+14,3.26E+14
216.0241249,-48.97630219,6.59E+13,1.46E+14,2.29E+14,3.12E+14,3.96E+14
216.0241249,-48.97630219,7.90E+13,1.73E+14,2.70E+14,3.67E+14,4.65E+14
216.035611,-28.11993519,4.26E+13,1.04E+14,1.72E+14,2.42E+14,3.15E+14
216.035611,-28.11993519,9.06E+13,2.14E+14,3.46E+14,4.81E+14,6.19E+14
216.035611,-28.11993519,1.45E+14,3.34E+14,5.33E+14,7.37E+14,9.42E+14
216.035611,-28.11993519,2.04E+14,4.64E+14,7.33E+14,1.01E+15,1.28E+15
216.035611,-28.11993519,2.67E+14,5.99E+14,9.40E+14,1.29E+15,1.63E+15
216.0426846,-103.4714043,6.65E+12,1.65E+13,2.73E+13,3.86E+13,5.02E+13
216.0426846,-103.4714043,8.22E+12,1.90E+13,3.04E+13,4.19E+13,5.36E+13
216.0426846,-103.4714043,8.73E+12,1.95E+13,3.06E+13,4.19E+13,5.32E+13
216.0426846,-103.4714043,8.95E+12,1.96E+13,3.04E+13,4.13E+13,5.23E+13
216.0426846,-103.4714043,9.03E+12,1.95E+13,3.00E+13,4.07E+13,5.13E+13
216.044241,-55.81788996,1.89E+13,4.64E+13,7.62E+13,1.07E+14,1.39E+14
216.044241,-55.81788996,3.08E+13,7.10E+13,1.13E+14,1.56E+14,2.00E+14
216.044241,-55.81788996,4.00E+13,8.97E+13,1.41E+14,1.93E+14,2.46E+14
216.044241,-55.81788996,4.83E+13,1.07E+14,1.66E+14,2.27E+14,2.87E+14
216.044241,-55.81788996,5.62E+13,1.23E+14,1.90E+14,2.59E+14,3.27E+14
216.061114,-83.09063547,1.00E+13,2.48E+13,4.09E+13,5.76E+13,7.48E+13
216.061114,-83.09063547,1.39E+13,3.21E+13,5.10E+13,7.04E+13,8.99E+13
216.061114,-83.09063547,1.59E+13,3.56E+13,5.58E+13,7.62E+13,9.67E+13
216.061114,-83.09063547,1.74E+13,3.79E+13,5.89E+13,8.00E+13,1.01E+14
216.061114,-83.09063547,1.84E+13,3.97E+13,6.13E+13,8.31E+13,1.05E+14
216.0626656,-76.2552955,1.17E+13,2.88E+13,4.74E+13,6.68E+13,8.66E+13
216.0626656,-76.2552955,1.68E+13,3.87E+13,6.15E+13,8.48E+13,1.08E+14
216.0626656,-76.2552955,1.98E+13,4.41E+13,6.92E+13,9.45E+13,1.20E+14
216.0626656,-76.2552955,2.20E+13,4.81E+13,7.47E+13,1.02E+14,1.28E+14
216.0626656,-76.2552955,2.38E+13,5.13E+13,7.93E+13,1.08E+14,1.36E+14
216.0837096,95.77504177,1.88E+14,4.72E+14,7.97E+14,1.15E+15,1.52E+15
216.0837096,95.77504177,5.93E+14,1.49E+15,2.49E+15,3.55E+15,4.64E+15
216.0837096,95.77504177,1.18E+15,2.89E+15,4.74E+15,6.66E+15,8.62E+15
216.0837096,95.77504177,1.90E+15,4.54E+15,7.34E+15,1.02E+16,1.32E+16
216.0837096,95.77504177,2.73E+15,6.35E+15,1.02E+16,1.41E+16,1.80E+16
216.100482,105.3368559,4.08E+13,1.09E+14,1.92E+14,2.84E+14,3.81E+14
216.100482,105.3368559,1.05E+14,2.95E+14,5.19E+14,7.62E+14,1.02E+15
216.100482,105.3368559,2.02E+14,5.57E+14,9.61E+14,1.39E+15,1.83E+15
216.100482,105.3368559,3.28E+14,8.75E+14,1.48E+15,2.12E+15,2.77E+15
216.100482,105.3368559,4.76E+14,1.23E+15,2.06E+15,2.91E+15,3.79E+15
216.101807,79.10512884,3.78E+14,9.36E+14,1.58E+15,2.27E+15,3.01E+15
216.101807,79.10512884,1.26E+15,3.14E+15,5.24E+15,7.46E+15,9.74E+15
216.101807,79.10512884,2.56E+15,6.22E+15,1.02E+16,1.43E+16,1.85E+16
216.101807,79.10512884,4.17E+15,9.86E+15,1.59E+16,2.21E+16,2.84E+16
216.101807,79.10512884,6.00E+15,1.39E+16,2.21E+16,3.06E+16,3.91E+16
216.2045691,72.81174099,4.25E+14,1.06E+15,1.78E+15,2.57E+15,3.40E+15
216.2045691,72.81174099,1.44E+15,3.59E+15,6.00E+15,8.54E+15,1.12E+16
216.2045691,72.81174099,2.94E+15,7.15E+15,1.17E+16,1.64E+16,2.12E+16
216.2045691,72.81174099,4.80E+15,1.14E+16,1.83E+16,2.54E+16,3.27E+16
216.2045691,72.81174099,6.93E+15,1.60E+16,2.55E+16,3.53E+16,4.51E+16
216.2196046,-110.0435504,5.91E+12,1.47E+13,2.44E+13,3.44E+13,4.48E+13
216.2196046,-110.0435504,7.04E+12,1.63E+13,2.61E+13,3.60E+13,4.60E+13
216.2196046,-110.0435504,7.30E+12,1.63E+13,2.56E+13,3.50E+13,4.45E+13
216.2196046,-110.0435504,7.33E+12,1.60E+13,2.49E+13,3.39E+13,4.29E+13
216.2196046,-110.0435504,7.28E+12,1.57E+13,2.42E+13,3.28E+13,4.14E+13
216.8309729,106.2715451,2.58E+13,6.83E+13,1.20E+14,1.78E+14,2.40E+14
216.8309729,106.2715451,5.45E+13,1.57E+14,2.83E+14,4.21E+14,5.68E+14
216.8309729,106.2715451,9.70E+13,2.82E+14,5.03E+14,7.41E+14,9.92E+14
216.8309729,106.2715451,1.52E+14,4.36E+14,7.66E+14,1.12E+15,1.49E+15
216.8309729,106.2715451,2.19E+14,6.12E+14,1.06E+15,1.54E+15,2.03E+15
217.1411437,19.63491253,2.73E+14,6.80E+14,1.14E+15,1.64E+15,2.17E+15
217.1411437,19.63491253,8.90E+14,2.21E+15,3.66E+15,5.18E+15,6.74E+15
217.1411437,19.63491253,1.78E+15,4.28E+15,6.95E+15,9.71E+15,1.25E+16
217.1411437,19.63491253,2.87E+15,6.70E+15,1.07E+16,1.48E+16,1.90E+16
217.1411437,19.63491253,4.08E+15,9.33E+15,1.48E+16,2.03E+16,2.59E+16
217.3527521,106.9391803,1.75E+13,4.49E+13,7.81E+13,1.15E+14,1.55E+14
217.3527521,106.9391803,2.98E+13,8.40E+13,1.51E+14,2.25E+14,3.06E+14
217.3527521,106.9391803,4.65E+13,1.35E+14,2.44E+14,3.65E+14,4.95E+14
217.3527521,106.9391803,6.72E+13,1.97E+14,3.55E+14,5.31E+14,7.18E+14
217.3527521,106.9391803,9.14E+13,2.67E+14,4.81E+14,7.16E+14,9.66E+14
217.461411,67.1792813,4.00E+14,9.95E+14,1.68E+15,2.42E+15,3.21E+15
217.461411,67.1792813,1.35E+15,3.37E+15,5.63E+15,8.01E+15,1.05E+16
217.461411,67.1792813,2.75E+15,6.69E+15,1.10E+16,1.54E+16,1.99E+16
217.461411,67.1792813,4.49E+15,1.06E+16,1.71E+16,2.38E+16,3.06E+16
217.461411,67.1792813,6.47E+15,1.50E+16,2.39E+16,3.29E+16,4.21E+16
217.4863512,26.10629562,3.09E+14,7.71E+14,1.30E+15,1.87E+15,2.46E+15
217.4863512,26.10629562,1.02E+15,2.54E+15,4.22E+15,5.98E+15,7.79E+15
217.4863512,26.10629562,2.06E+15,4.96E+15,8.07E+15,1.13E+16,1.45E+16
217.4863512,26.10629562,3.33E+15,7.80E+15,1.25E+16,1.73E+16,2.21E+16
217.4863512,26.10629562,4.76E+15,1.09E+16,1.73E+16,2.37E+16,3.03E+16
217.5145937,59.34357654,4.17E+14,1.04E+15,1.75E+15,2.53E+15,3.35E+15
217.5145937,59.34357654,1.41E+15,3.54E+15,5.91E+15,8.40E+15,1.10E+16
217.5145937,59.34357654,2.89E+15,7.03E+15,1.15E+16,1.61E+16,2.08E+16
217.5145937,59.34357654,4.72E+15,1.12E+16,1.80E+16,2.50E+16,3.20E+16
217.5145937,59.34357654,6.81E+15,1.57E+16,2.50E+16,3.45E+16,4.41E+16
217.5313319,87.46598836,2.53E+14,6.25E+14,1.05E+15,1.51E+15,2.00E+15
217.5313319,87.46598836,7.97E+14,1.98E+15,3.30E+15,4.68E+15,6.11E+15
217.5313319,87.46598836,1.58E+15,3.83E+15,6.25E+15,8.77E+15,1.13E+16
217.5313319,87.46598836,2.54E+15,6.00E+15,9.66E+15,1.34E+16,1.73E+16
217.5313319,87.46598836,3.62E+15,8.38E+15,1.34E+16,1.85E+16,2.36E+16
217.7254515,107.4160625,1.27E+13,3.15E+13,5.37E+13,7.81E+13,1.04E+14
217.7254515,107.4160625,1.77E+13,4.71E+13,8.23E+13,1.22E+14,1.64E+14
