r,z,plas.ne (1/m^3) @ 13: Time=0.1 s /  p0=1.3332 Pa /  Power=100 W,plas.ne (1/m^3) @ 26: Time=0.1 s / p0=1.3332 Pa / Power=200W,plas.ne (1/m^3) @ 26: Time=0.1 s / p0=1.3332 Pa / Power=300W,plas.ne (1/m^3) @ 26: Time=0.1 s / p0=1.3332 Pa / Power=400W,plas.ne (1/m^3) @ 26: Time=0.1 s / p0=1.3332 Pa / Power=500W
86.78878199,15.24848128,6.99E+16,1.39E+17,2.07E+17,2.74E+17,3.40E+17
86.80665385,6.87472935,2.00E+15,5.15E+15,8.45E+15,1.18E+16,1.51E+16
86.80665385,6.87472935,7.94E+15,1.73E+16,2.65E+16,3.56E+16,4.46E+16
86.80665385,6.87472935,1.52E+16,3.13E+16,4.72E+16,6.29E+16,7.85E+16
86.80665385,6.87472935,2.30E+16,4.65E+16,6.97E+16,9.26E+16,1.15E+17
86.80665385,6.87472935,3.11E+16,6.24E+16,9.32E+16,1.24E+17,1.54E+17
86.82142857,0,7.62E+13,1.75E+14,2.77E+14,3.79E+14,4.83E+14
86.82142857,0,1.20E+14,2.55E+14,3.93E+14,5.32E+14,6.71E+14
86.82142857,0,1.45E+14,3.02E+14,4.60E+14,6.19E+14,7.78E+14
86.82142857,0,1.62E+14,3.34E+14,5.06E+14,6.78E+14,8.50E+14
86.82142857,0,1.75E+14,3.57E+14,5.39E+14,7.21E+14,9.03E+14
86.82142857,0.274300984,1.13E+14,2.85E+14,4.71E+14,6.65E+14,8.63E+14
86.82142857,0.274300984,2.49E+14,5.92E+14,9.58E+14,1.33E+15,1.71E+15
86.82142857,0.274300984,3.81E+14,8.89E+14,1.43E+15,1.98E+15,2.54E+15
86.82142857,0.274300984,5.12E+14,1.18E+15,1.89E+15,2.62E+15,3.35E+15
86.82142857,0.274300984,6.40E+14,1.48E+15,2.36E+15,3.26E+15,4.16E+15
86.82142857,0.65832236,1.81E+14,4.92E+14,8.40E+14,1.21E+15,1.58E+15
86.82142857,0.65832236,5.46E+14,1.36E+15,2.23E+15,3.11E+15,4.01E+15
86.82142857,0.65832236,9.94E+14,2.37E+15,3.81E+15,5.27E+15,6.73E+15
86.82142857,0.65832236,1.49E+15,3.47E+15,5.52E+15,7.59E+15,9.67E+15
86.82142857,0.65832236,2.02E+15,4.63E+15,7.32E+15,1.00E+16,1.27E+16
86.82142857,1.195952288,3.01E+14,8.39E+14,1.44E+15,2.05E+15,2.68E+15
86.82142857,1.195952288,1.09E+15,2.64E+15,4.23E+15,5.82E+15,7.42E+15
86.82142857,1.195952288,2.10E+15,4.76E+15,7.46E+15,1.02E+16,1.28E+16
86.82142857,1.195952288,3.23E+15,7.08E+15,1.10E+16,1.48E+16,1.87E+16
86.82142857,1.195952288,4.41E+15,9.51E+15,1.46E+16,1.98E+16,2.49E+16
86.82142857,1.948634187,5.05E+14,1.39E+15,2.35E+15,3.33E+15,4.32E+15
86.82142857,1.948634187,1.98E+15,4.57E+15,7.17E+15,9.77E+15,1.24E+16
86.82142857,1.948634187,3.82E+15,8.28E+15,1.27E+16,1.72E+16,2.16E+16
86.82142857,1.948634187,5.84E+15,1.23E+16,1.88E+16,2.52E+16,3.16E+16
86.82142857,1.948634187,7.95E+15,1.65E+16,2.51E+16,3.36E+16,4.21E+16
86.82142857,3.002388845,8.15E+14,2.19E+15,3.65E+15,5.13E+15,6.62E+15
86.82142857,3.002388845,3.25E+15,7.29E+15,1.13E+16,1.53E+16,1.93E+16
86.82142857,3.002388845,6.25E+15,1.32E+16,2.01E+16,2.70E+16,3.38E+16
86.82142857,3.002388845,9.51E+15,1.96E+16,2.97E+16,3.96E+16,4.96E+16
86.82142857,3.002388845,1.29E+16,2.63E+16,3.97E+16,5.29E+16,6.61E+16
87.10433696,31.30191336,8.61E+15,2.17E+16,3.53E+16,4.90E+16,6.25E+16
87.10433696,31.30191336,3.46E+16,7.40E+16,1.12E+17,1.50E+17,1.87E+17
87.10433696,31.30191336,6.63E+16,1.34E+17,2.01E+17,2.66E+17,3.31E+17
87.10433696,31.30191336,1.00E+17,1.99E+17,2.96E+17,3.91E+17,4.86E+17
87.10433696,31.30191336,1.35E+17,2.67E+17,3.95E+17,5.22E+17,6.48E+17
87.23400238,43.16854148,1.06E+16,2.68E+16,4.36E+16,6.04E+16,7.71E+16
87.23400238,43.16854148,4.30E+16,9.19E+16,1.39E+17,1.86E+17,2.32E+17
87.23400238,43.16854148,8.25E+16,1.67E+17,2.49E+17,3.29E+17,4.08E+17
87.23400238,43.16854148,1.25E+17,2.47E+17,3.66E+17,4.84E+17,6.00E+17
87.23400238,43.16854148,1.69E+17,3.31E+17,4.89E+17,6.45E+17,8.00E+17
87.68879245,4.505742863,1.27E+15,3.32E+15,5.49E+15,7.68E+15,9.87E+15
87.68879245,4.505742863,5.04E+15,1.11E+16,1.71E+16,2.31E+16,2.90E+16
87.68879245,4.505742863,9.67E+15,2.02E+16,3.06E+16,4.08E+16,5.10E+16
87.68879245,4.505742863,1.47E+16,3.00E+16,4.51E+16,6.01E+16,7.50E+16
87.68879245,4.505742863,1.99E+16,4.02E+16,6.03E+16,8.03E+16,1.00E+17
87.71382655,53.69689174,1.14E+16,2.86E+16,4.65E+16,6.45E+16,8.24E+16
87.71382655,53.69689174,4.61E+16,9.85E+16,1.49E+17,1.99E+17,2.48E+17
87.71382655,53.69689174,8.85E+16,1.79E+17,2.67E+17,3.53E+17,4.39E+17
87.71382655,53.69689174,1.34E+17,2.66E+17,3.94E+17,5.20E+17,6.44E+17
87.71382655,53.69689174,1.81E+17,3.56E+17,5.26E+17,6.94E+17,8.60E+17
87.83803089,103.4478157,1.72E+15,4.30E+15,6.99E+15,9.69E+15,1.24E+16
87.83803089,103.4478157,6.23E+15,1.35E+16,2.07E+16,2.78E+16,3.49E+16
87.83803089,103.4478157,1.17E+16,2.42E+16,3.66E+16,4.89E+16,6.10E+16
87.83803089,103.4478157,1.76E+16,3.59E+16,5.40E+16,7.19E+16,8.97E+16
87.83803089,103.4478157,2.39E+16,4.83E+16,7.25E+16,9.65E+16,1.20E+17
88.18239083,64.24619336,1.10E+16,2.76E+16,4.49E+16,6.23E+16,7.96E+16
88.18239083,64.24619336,4.45E+16,9.53E+16,1.45E+17,1.93E+17,2.41E+17
88.18239083,64.24619336,8.56E+16,1.74E+17,2.60E+17,3.44E+17,4.27E+17
88.18239083,64.24619336,1.30E+17,2.59E+17,3.84E+17,5.07E+17,6.29E+17
88.18239083,64.24619336,1.76E+17,3.47E+17,5.13E+17,6.78E+17,8.40E+17
88.3214691,76.1177373,9.32E+15,2.33E+16,3.79E+16,5.25E+16,6.71E+16
88.3214691,76.1177373,3.73E+16,8.01E+16,1.22E+17,1.63E+17,2.04E+17
88.3214691,76.1177373,7.19E+16,1.47E+17,2.20E+17,2.92E+17,3.63E+17
88.3214691,76.1177373,1.09E+17,2.19E+17,3.26E+17,4.32E+17,5.37E+17
88.3214691,76.1177373,1.49E+17,2.95E+17,4.38E+17,5.80E+17,7.20E+17
88.55958457,92.71813975,5.11E+15,1.27E+16,2.06E+16,2.86E+16,3.65E+16
88.55958457,92.71813975,1.99E+16,4.28E+16,6.54E+16,8.78E+16,1.10E+17
88.55958457,92.71813975,3.80E+16,7.84E+16,1.18E+17,1.57E+17,1.96E+17
88.55958457,92.71813975,5.79E+16,1.17E+17,1.76E+17,2.34E+17,2.91E+17
88.55958457,92.71813975,7.91E+16,1.59E+17,2.37E+17,3.15E+17,3.93E+17
88.62745884,101.1279343,2.46E+15,6.15E+15,9.98E+15,1.38E+16,1.77E+16
88.62745884,101.1279343,9.22E+15,1.99E+16,3.05E+16,4.10E+16,5.14E+16
88.62745884,101.1279343,1.75E+16,3.61E+16,5.45E+16,7.28E+16,9.09E+16
88.62745884,101.1279343,2.64E+16,5.38E+16,8.08E+16,1.08E+17,1.34E+17
88.62745884,101.1279343,3.60E+16,7.27E+16,1.09E+17,1.45E+17,1.81E+17
88.63636221,104.9656324,1.21E+15,3.04E+15,4.96E+15,6.88E+15,8.80E+15
88.63636221,104.9656324,4.22E+15,9.21E+15,1.42E+16,1.90E+16,2.39E+16
88.63636221,104.9656324,7.80E+15,1.63E+16,2.47E+16,3.30E+16,4.13E+16
88.63636221,104.9656324,1.17E+16,2.40E+16,3.62E+16,4.83E+16,6.03E+16
88.63636221,104.9656324,1.58E+16,3.22E+16,4.84E+16,6.45E+16,8.05E+16
88.63636271,106.0306107,8.62E+14,2.18E+15,3.56E+15,4.94E+15,6.32E+15
88.63636271,106.0306107,2.82E+15,6.22E+15,9.58E+15,1.29E+16,1.62E+16
88.63636271,106.0306107,5.12E+15,1.08E+16,1.64E+16,2.19E+16,2.75E+16
88.63636271,106.0306107,7.60E+15,1.57E+16,2.38E+16,3.17E+16,3.97E+16
88.63636271,106.0306107,1.02E+16,2.09E+16,3.16E+16,4.21E+16,5.26E+16
88.63636307,106.7913095,6.19E+14,1.57E+15,2.56E+15,3.56E+15,4.55E+15
88.63636307,106.7913095,1.83E+15,4.08E+15,6.32E+15,8.53E+15,1.07E+16
88.63636307,106.7913095,3.20E+15,6.83E+15,1.04E+16,1.40E+16,1.76E+16
88.63636307,106.7913095,4.66E+15,9.78E+15,1.49E+16,1.99E+16,2.49E+16
88.63636307,106.7913095,6.20E+15,1.29E+16,1.95E+16,2.61E+16,3.27E+16
88.63636332,107.3346658,4.55E+14,1.14E+15,1.86E+15,2.58E+15,3.30E+15
88.63636332,107.3346658,1.16E+15,2.60E+15,4.03E+15,5.45E+15,6.86E+15
88.63636332,107.3346658,1.89E+15,4.07E+15,6.25E+15,8.41E+15,1.06E+16
88.63636332,107.3346658,2.63E+15,5.61E+15,8.58E+15,1.15E+16,1.45E+16
88.63636332,107.3346658,3.41E+15,7.21E+15,1.10E+16,1.48E+16,1.85E+16
88.63636351,107.7227774,3.43E+14,8.45E+14,1.36E+15,1.89E+15,2.41E+15
88.63636351,107.7227774,7.10E+14,1.56E+15,2.40E+15,3.24E+15,4.07E+15
88.63636351,107.7227774,1.00E+15,2.13E+15,3.26E+15,4.38E+15,5.50E+15
88.63636351,107.7227774,1.26E+15,2.67E+15,4.07E+15,5.47E+15,6.86E+15
88.63636351,107.7227774,1.51E+15,3.18E+15,4.86E+15,6.53E+15,8.19E+15
88.63636364,108,2.72E+14,6.53E+14,1.05E+15,1.44E+15,1.83E+15
88.63636364,108,4.49E+14,9.54E+14,1.45E+15,1.95E+15,2.44E+15
88.63636364,108,5.33E+14,1.09E+15,1.64E+15,2.19E+15,2.74E+15
88.63636364,108,5.83E+14,1.18E+15,1.76E+15,2.35E+15,2.93E+15
88.63636364,108,6.17E+14,1.24E+15,1.85E+15,2.47E+15,3.08E+15
90.1220312,22.11685168,6.26E+15,1.58E+16,2.57E+16,3.57E+16,4.57E+16
90.1220312,22.11685168,2.50E+16,5.38E+16,8.20E+16,1.10E+17,1.37E+17
90.1220312,22.11685168,4.80E+16,9.80E+16,1.47E+17,1.95E+17,2.43E+17
90.1220312,22.11685168,7.27E+16,1.46E+17,2.17E+17,2.88E+17,3.57E+17
90.1220312,22.11685168,9.85E+16,1.95E+17,2.90E+17,3.84E+17,4.78E+17
90.12344821,10.2745842,2.96E+15,7.54E+15,1.23E+16,1.72E+16,2.20E+16
90.12344821,10.2745842,1.18E+16,2.55E+16,3.90E+16,5.24E+16,6.56E+16
90.12344821,10.2745842,2.25E+16,4.64E+16,6.98E+16,9.30E+16,1.16E+17
90.12344821,10.2745842,3.42E+16,6.90E+16,1.03E+17,1.37E+17,1.71E+17
90.12344821,10.2745842,4.63E+16,9.25E+16,1.38E+17,1.83E+17,2.28E+17
90.40605491,37.89982246,9.64E+15,2.43E+16,3.96E+16,5.49E+16,7.02E+16
90.40605491,37.89982246,3.89E+16,8.36E+16,1.27E+17,1.70E+17,2.12E+17
90.40605491,37.89982246,7.49E+16,1.52E+17,2.28E+17,3.01E+17,3.75E+17
90.40605491,37.89982246,1.14E+17,2.26E+17,3.36E+17,4.44E+17,5.50E+17
90.40605491,37.89982246,1.54E+17,3.03E+17,4.49E+17,5.92E+17,7.35E+17
90.86890334,48.42273134,1.09E+16,2.73E+16,4.46E+16,6.19E+16,7.91E+16
90.86890334,48.42273134,4.41E+16,9.46E+16,1.44E+17,1.92E+17,2.40E+17
90.86890334,48.42273134,8.49E+16,1.73E+17,2.57E+17,3.41E+17,4.23E+17
90.86890334,48.42273134,1.29E+17,2.56E+17,3.80E+17,5.02E+17,6.22E+17
90.86890334,48.42273134,1.74E+17,3.43E+17,5.08E+17,6.70E+17,8.31E+17
91.36990426,58.94940551,1.10E+16,2.77E+16,4.52E+16,6.28E+16,8.03E+16
91.36990426,58.94940551,4.48E+16,9.63E+16,1.47E+17,1.96E+17,2.45E+17
91.36990426,58.94940551,8.65E+16,1.76E+17,2.63E+17,3.49E+17,4.33E+17
91.36990426,58.94940551,1.32E+17,2.62E+17,3.89E+17,5.14E+17,6.37E+17
91.36990426,58.94940551,1.78E+17,3.52E+17,5.21E+17,6.87E+17,8.52E+17
91.76368212,69.55717446,1.01E+16,2.54E+16,4.14E+16,5.75E+16,7.36E+16
91.76368212,69.55717446,4.09E+16,8.82E+16,1.35E+17,1.80E+17,2.25E+17
91.76368212,69.55717446,7.92E+16,1.62E+17,2.43E+17,3.22E+17,4.01E+17
91.76368212,69.55717446,1.21E+17,2.42E+17,3.60E+17,4.76E+17,5.91E+17
91.76368212,69.55717446,1.64E+17,3.25E+17,4.83E+17,6.38E+17,7.92E+17
91.95009445,85.40666682,6.99E+15,1.74E+16,2.83E+16,3.94E+16,5.04E+16
91.95009445,85.40666682,2.77E+16,5.98E+16,9.16E+16,1.23E+17,1.54E+17
91.95009445,85.40666682,5.34E+16,1.10E+17,1.66E+17,2.21E+17,2.76E+17
91.95009445,85.40666682,8.17E+16,1.65E+17,2.48E+17,3.29E+17,4.10E+17
91.95009445,85.40666682,1.12E+17,2.24E+17,3.34E+17,4.43E+17,5.52E+17
92.02514319,97.71564731,3.47E+15,8.64E+15,1.41E+16,1.95E+16,2.50E+16
92.02514319,97.71564731,1.33E+16,2.88E+16,4.42E+16,5.95E+16,7.46E+16
92.02514319,97.71564731,2.54E+16,5.28E+16,7.98E+16,1.07E+17,1.33E+17
92.02514319,97.71564731,3.88E+16,7.91E+16,1.19E+17,1.58E+17,1.98E+17
92.02514319,97.71564731,5.30E+16,1.07E+17,1.61E+17,2.14E+17,2.66E+17
93.45887366,15.32900062,4.31E+15,1.09E+16,1.78E+16,2.48E+16,3.18E+16
93.45887366,15.32900062,1.71E+16,3.72E+16,5.69E+16,7.63E+16,9.56E+16
93.45887366,15.32900062,3.30E+16,6.79E+16,1.02E+17,1.36E+17,1.70E+17
93.45887366,15.32900062,5.01E+16,1.01E+17,1.51E+17,2.01E+17,2.50E+17
93.45887366,15.32900062,6.80E+16,1.36E+17,2.02E+17,2.69E+17,3.34E+17
93.48066539,6.752290446,1.87E+15,4.82E+15,7.93E+15,1.11E+16,1.42E+16
93.48066539,6.752290446,7.43E+15,1.63E+16,2.51E+16,3.38E+16,4.25E+16
93.48066539,6.752290446,1.43E+16,2.98E+16,4.50E+16,6.01E+16,7.51E+16
93.48066539,6.752290446,2.18E+16,4.44E+16,6.66E+16,8.87E+16,1.11E+17
93.48066539,6.752290446,2.96E+16,5.96E+16,8.93E+16,1.19E+17,1.48E+17
93.5,0,7.64E+13,1.76E+14,2.78E+14,3.81E+14,4.85E+14
93.5,0,1.20E+14,2.56E+14,3.95E+14,5.34E+14,6.74E+14
93.5,0,1.45E+14,3.03E+14,4.62E+14,6.21E+14,7.81E+14
93.5,0,1.63E+14,3.35E+14,5.08E+14,6.81E+14,8.53E+14
93.5,0,1.75E+14,3.58E+14,5.41E+14,7.24E+14,9.06E+14
93.5,0.274273892,1.12E+14,2.82E+14,4.67E+14,6.58E+14,8.54E+14
93.5,0.274273892,2.46E+14,5.85E+14,9.46E+14,1.32E+15,1.70E+15
93.5,0.274273892,3.76E+14,8.78E+14,1.41E+15,1.96E+15,2.51E+15
93.5,0.274273892,5.04E+14,1.17E+15,1.87E+15,2.59E+15,3.31E+15
93.5,0.274273892,6.31E+14,1.46E+15,2.33E+15,3.21E+15,4.11E+15
93.5,0.658257342,1.77E+14,4.80E+14,8.21E+14,1.18E+15,1.54E+15
93.5,0.658257342,5.30E+14,1.33E+15,2.17E+15,3.04E+15,3.92E+15
93.5,0.658257342,9.66E+14,2.31E+15,3.72E+15,5.15E+15,6.60E+15
93.5,0.658257342,1.45E+15,3.39E+15,5.40E+15,7.44E+15,9.48E+15
93.5,0.658257342,1.97E+15,4.53E+15,7.17E+15,9.83E+15,1.25E+16
93.5,1.195834171,2.92E+14,8.11E+14,1.39E+15,1.99E+15,2.60E+15
93.5,1.195834171,1.05E+15,2.55E+15,4.11E+15,5.67E+15,7.23E+15
93.5,1.195834171,2.03E+15,4.63E+15,7.27E+15,9.91E+15,1.25E+16
93.5,1.195834171,3.12E+15,6.90E+15,1.07E+16,1.45E+16,1.83E+16
93.5,1.195834171,4.28E+15,9.28E+15,1.43E+16,1.93E+16,2.44E+16
93.5,1.948441731,4.86E+14,1.34E+15,2.26E+15,3.21E+15,4.17E+15
93.5,1.948441731,1.89E+15,4.41E+15,6.95E+15,9.49E+15,1.20E+16
93.5,1.948441731,3.68E+15,8.04E+15,1.24E+16,1.67E+16,2.11E+16
93.5,1.948441731,5.64E+15,1.20E+16,1.83E+16,2.46E+16,3.09E+16
93.5,1.948441731,7.71E+15,1.61E+16,2.45E+16,3.29E+16,4.12E+16
93.5,3.002092316,7.82E+14,2.10E+15,3.50E+15,4.94E+15,6.39E+15
93.5,3.002092316,3.10E+15,7.03E+15,1.09E+16,1.49E+16,1.87E+16
93.5,3.002092316,6.01E+15,1.28E+16,1.96E+16,2.63E+16,3.30E+16
93.5,3.002092316,9.19E+15,1.91E+16,2.89E+16,3.87E+16,4.85E+16
93.5,3.002092316,1.25E+16,2.57E+16,3.88E+16,5.18E+16,6.47E+16
93.67682494,31.19032673,8.17E+15,2.06E+16,3.36E+16,4.67E+16,5.98E+16
93.67682494,31.19032673,3.29E+16,7.10E+16,1.08E+17,1.45E+17,1.81E+17
93.67682494,31.19032673,6.34E+16,1.30E+17,1.95E+17,2.58E+17,3.21E+17
93.67682494,31.19032673,9.65E+16,1.93E+17,2.88E+17,3.81E+17,4.73E+17
93.67682494,31.19032673,1.31E+17,2.59E+17,3.85E+17,5.09E+17,6.32E+17
94.00008776,43.16769029,1.01E+16,2.54E+16,4.15E+16,5.77E+16,7.39E+16
94.00008776,43.16769029,4.09E+16,8.83E+16,1.35E+17,1.80E+17,2.25E+17
94.00008776,43.16769029,7.91E+16,1.62E+17,2.42E+17,3.20E+17,3.98E+17
94.00008776,43.16769029,1.20E+17,2.40E+17,3.57E+17,4.72E+17,5.86E+17
94.00008776,43.16769029,1.63E+17,3.22E+17,4.78E+17,6.31E+17,7.82E+17
94.3535766,4.460354082,1.20E+15,3.14E+15,5.20E+15,7.30E+15,9.40E+15
94.3535766,4.460354082,4.76E+15,1.06E+16,1.64E+16,2.22E+16,2.79E+16
94.3535766,4.460354082,9.19E+15,1.94E+16,2.94E+16,3.94E+16,4.93E+16
94.3535766,4.460354082,1.40E+16,2.89E+16,4.35E+16,5.80E+16,7.25E+16
94.3535766,4.460354082,1.91E+16,3.88E+16,5.83E+16,7.76E+16,9.69E+16
94.51809345,53.67498984,1.08E+16,2.71E+16,4.43E+16,6.17E+16,7.89E+16
94.51809345,53.67498984,4.38E+16,9.47E+16,1.44E+17,1.93E+17,2.41E+17
94.51809345,53.67498984,8.50E+16,1.74E+17,2.60E+17,3.44E+17,4.28E+17
94.51809345,53.67498984,1.29E+17,2.58E+17,3.84E+17,5.07E+17,6.30E+17
94.51809345,53.67498984,1.76E+17,3.47E+17,5.14E+17,6.79E+17,8.42E+17
94.55257197,103.4014678,1.65E+15,4.13E+15,6.73E+15,9.36E+15,1.20E+16
94.55257197,103.4014678,6.00E+15,1.32E+16,2.03E+16,2.73E+16,3.43E+16
94.55257197,103.4014678,1.13E+16,2.38E+16,3.61E+16,4.83E+16,6.04E+16
94.55257197,103.4014678,1.72E+16,3.54E+16,5.34E+16,7.13E+16,8.90E+16
94.55257197,103.4014678,2.35E+16,4.78E+16,7.19E+16,9.58E+16,1.20E+17
94.99461791,64.22570602,1.04E+16,2.62E+16,4.28E+16,5.95E+16,7.63E+16
94.99461791,64.22570602,4.23E+16,9.16E+16,1.40E+17,1.87E+17,2.34E+17
94.99461791,64.22570602,8.22E+16,1.69E+17,2.53E+17,3.35E+17,4.17E+17
94.99461791,64.22570602,1.26E+17,2.52E+17,3.74E+17,4.95E+17,6.15E+17
94.99461791,64.22570602,1.71E+17,3.39E+17,5.02E+17,6.64E+17,8.24E+17
95.38125204,92.63283618,4.88E+15,1.21E+16,1.97E+16,2.75E+16,3.52E+16
95.38125204,92.63283618,1.90E+16,4.14E+16,6.36E+16,8.57E+16,1.08E+17
95.38125204,92.63283618,3.67E+16,7.64E+16,1.16E+17,1.54E+17,1.93E+17
95.38125204,92.63283618,5.63E+16,1.15E+17,1.73E+17,2.30E+17,2.87E+17
95.38125204,92.63283618,7.72E+16,1.56E+17,2.34E+17,3.11E+17,3.88E+17
95.3991446,76.28935995,8.80E+15,2.20E+16,3.59E+16,4.99E+16,6.40E+16
95.3991446,76.28935995,3.53E+16,7.66E+16,1.17E+17,1.58E+17,1.98E+17
95.3991446,76.28935995,6.86E+16,1.42E+17,2.13E+17,2.84E+17,3.53E+17
95.3991446,76.28935995,1.05E+17,2.12E+17,3.17E+17,4.21E+17,5.23E+17
95.3991446,76.28935995,1.44E+17,2.87E+17,4.27E+17,5.66E+17,7.03E+17
95.44746711,101.0338162,2.37E+15,5.91E+15,9.64E+15,1.34E+16,1.72E+16
95.44746711,101.0338162,8.89E+15,1.94E+16,2.99E+16,4.04E+16,5.07E+16
95.44746711,101.0338162,1.70E+16,3.55E+16,5.39E+16,7.20E+16,9.01E+16
95.44746711,101.0338162,2.59E+16,5.32E+16,8.02E+16,1.07E+17,1.34E+17
95.44746711,101.0338162,3.55E+16,7.20E+16,1.08E+17,1.44E+17,1.80E+17
95.45452881,104.9655408,1.15E+15,2.89E+15,4.73E+15,6.59E+15,8.45E+15
95.45452881,104.9655408,4.01E+15,8.86E+15,1.37E+16,1.85E+16,2.33E+16
95.45452881,104.9655408,7.49E+15,1.58E+16,2.41E+16,3.23E+16,4.04E+16
95.45452881,104.9655408,1.13E+16,2.34E+16,3.54E+16,4.73E+16,5.92E+16
95.45452881,104.9655408,1.54E+16,3.15E+16,4.75E+16,6.34E+16,7.92E+16
95.45453465,106.0305513,8.19E+14,2.07E+15,3.39E+15,4.73E+15,6.07E+15
95.45453465,106.0305513,2.68E+15,5.98E+15,9.27E+15,1.25E+16,1.58E+16
95.45453465,106.0305513,4.91E+15,1.05E+16,1.60E+16,2.14E+16,2.69E+16
95.45453465,106.0305513,7.34E+15,1.53E+16,2.32E+16,3.11E+16,3.89E+16
95.45453465,106.0305513,9.92E+15,2.05E+16,3.10E+16,4.14E+16,5.18E+16
95.45453882,106.791273,5.88E+14,1.49E+15,2.44E+15,3.40E+15,4.37E+15
95.45453882,106.791273,1.74E+15,3.93E+15,6.11E+15,8.29E+15,1.04E+16
95.45453882,106.791273,3.07E+15,6.62E+15,1.02E+16,1.37E+16,1.72E+16
95.45453882,106.791273,4.50E+15,9.52E+15,1.45E+16,1.95E+16,2.44E+16
95.45453882,106.791273,6.01E+15,1.26E+16,1.91E+16,2.56E+16,3.21E+16
95.4545418,107.3346457,4.32E+14,1.09E+15,1.78E+15,2.47E+15,3.17E+15
95.4545418,107.3346457,1.10E+15,2.50E+15,3.90E+15,5.29E+15,6.68E+15
95.4545418,107.3346457,1.81E+15,3.95E+15,6.09E+15,8.22E+15,1.03E+16
95.4545418,107.3346457,2.54E+15,5.46E+15,8.39E+15,1.13E+16,1.42E+16
95.4545418,107.3346457,3.30E+15,7.05E+15,1.08E+16,1.45E+16,1.82E+16
95.45454393,107.722769,3.27E+14,8.04E+14,1.30E+15,1.81E+15,2.32E+15
95.45454393,107.722769,6.76E+14,1.50E+15,2.33E+15,3.15E+15,3.97E+15
95.45454393,107.722769,9.62E+14,2.07E+15,3.18E+15,4.29E+15,5.39E+15
95.45454393,107.722769,1.22E+15,2.60E+15,3.98E+15,5.36E+15,6.74E+15
95.45454393,107.722769,1.47E+15,3.11E+15,4.77E+15,6.42E+15,8.06E+15
95.45454545,108,2.59E+14,6.23E+14,1.00E+15,1.38E+15,1.76E+15
95.45454545,108,4.29E+14,9.21E+14,1.41E+15,1.90E+15,2.38E+15
95.45454545,108,5.14E+14,1.06E+15,1.61E+15,2.15E+15,2.68E+15
95.45454545,108,5.65E+14,1.15E+15,1.73E+15,2.31E+15,2.88E+15
95.45454545,108,6.01E+14,1.21E+15,1.82E+15,2.43E+15,3.03E+15
96.82118545,10.16140608,2.78E+15,7.08E+15,1.16E+16,1.62E+16,2.08E+16
96.82118545,10.16140608,1.10E+16,2.42E+16,3.72E+16,5.00E+16,6.28E+16
96.82118545,10.16140608,2.13E+16,4.43E+16,6.69E+16,8.92E+16,1.11E+17
96.82118545,10.16140608,3.25E+16,6.61E+16,9.91E+16,1.32E+17,1.64E+17
96.82118545,10.16140608,4.42E+16,8.88E+16,1.33E+17,1.77E+17,2.20E+17
96.97949878,21.96963733,5.89E+15,1.48E+16,2.43E+16,3.38E+16,4.34E+16
96.97949878,21.96963733,2.35E+16,5.12E+16,7.84E+16,1.05E+17,1.32E+17
96.97949878,21.96963733,4.55E+16,9.39E+16,1.41E+17,1.88E+17,2.34E+17
96.97949878,21.96963733,6.94E+16,1.40E+17,2.09E+17,2.78E+17,3.46E+17
96.97949878,21.96963733,9.44E+16,1.88E+17,2.80E+17,3.72E+17,4.62E+17
97.14129,37.90257005,9.13E+15,2.30E+16,3.76E+16,5.24E+16,6.71E+16
97.14129,37.90257005,3.69E+16,8.01E+16,1.22E+17,1.64E+17,2.05E+17
97.14129,37.90257005,7.16E+16,1.47E+17,2.20E+17,2.93E+17,3.64E+17
97.14129,37.90257005,1.09E+17,2.19E+17,3.26E+17,4.32E+17,5.36E+17
97.14129,37.90257005,1.49E+17,2.94E+17,4.37E+17,5.77E+17,7.17E+17
97.64948597,48.40878364,1.03E+16,2.59E+16,4.23E+16,5.89E+16,7.55E+16
97.64948597,48.40878364,4.17E+16,9.05E+16,1.38E+17,1.85E+17,2.32E+17
97.64948597,48.40878364,8.11E+16,1.67E+17,2.50E+17,3.31E+17,4.12E+17
97.64948597,48.40878364,1.24E+17,2.48E+17,3.69E+17,4.88E+17,6.06E+17
97.64948597,48.40878364,1.69E+17,3.34E+17,4.95E+17,6.53E+17,8.11E+17
98.17383076,58.93017645,1.05E+16,2.62E+16,4.29E+16,5.98E+16,7.67E+16
98.17383076,58.93017645,4.24E+16,9.23E+16,1.41E+17,1.89E+17,2.37E+17
98.17383076,58.93017645,8.27E+16,1.70E+17,2.55E+17,3.39E+17,4.22E+17
98.17383076,58.93017645,1.27E+17,2.54E+17,3.78E+17,5.01E+17,6.22E+17
98.17383076,58.93017645,1.73E+17,3.42E+17,5.07E+17,6.71E+17,8.32E+17
98.58068256,69.54227724,9.60E+15,2.40E+16,3.93E+16,5.48E+16,7.03E+16
98.58068256,69.54227724,3.88E+16,8.45E+16,1.30E+17,1.74E+17,2.18E+17
98.58068256,69.54227724,7.57E+16,1.57E+17,2.36E+17,3.13E+17,3.90E+17
98.58068256,69.54227724,1.16E+17,2.35E+17,3.50E+17,4.64E+17,5.77E+17
98.58068256,69.54227724,1.59E+17,3.17E+17,4.71E+17,6.23E+17,7.74E+17
